Date,Abbeville,Aiken,Allendale,Anderson,Bamberg,Barnwell,Beaufort,Berkeley,Calhoun,Charleston,Cherokee,Chester,Chesterfield,Clarendon,Colleton,Darlington,Dillon,Dorchester,Edgefield,Fairfield,Florence,Georgetown,Greenville,Greenwood,Hampton,Horry,Jasper,Kershaw,Lancaster,Laurens,Lee,Lexington,Marion,Marlboro,McCormick,Newberry,Oconee,Orangeburg,Pickens,Richland,Saluda,Spartanburg,Sumter,Union,Williamsburg,York,Total
7/28/20,269,1355,159,1793,384,295,3188,3576,281,10920,502,479,639,703,682,917,516,2510,240,502,2623,1146,9625,1155,289,7688,445,1198,969,1135,453,4320,477,395,97,694,671,1992,1599,7235,386,3486,2106,291,790,2934,84109.0
7/29/20,279,1403,163,1816,387,300,3285,3636,280,11125,512,499,649,712,703,945,521,2660,258,508,2676,1188,9737,1170,304,7792,466,1216,984,1155,479,4429,486,399,99,722,676,2028,1616,7395,394,3544,2164,302,812,2972,85846.0
7/30/20,285,1444,172,1882,414,313,3398,3731,284,11260,515,523,660,740,727,994,536,2653,264,517,2789,1211,9876,1174,309,7873,474,1246,1003,1176,485,4488,498,409,100,737,699,2061,1653,7617,395,3609,2201,307,848,3022,87572.0
7/31/20,282,1491,173,1939,423,320,3503,3760,295,11345,528,532,670,749,739,1023,541,2702,273,525,2853,1237,10034,1197,320,7975,483,1260,1018,1189,487,4531,511,423,99,745,716,2120,1683,7780,398,3656,2227,324,860,3077,89016.0
8/1/20,288,1538,179,2059,434,328,3577,3818,309,11471,547,550,687,777,752,1059,552,2744,277,531,2938,1275,10139,1237,345,8050,500,1267,1039,1206,513,4580,513,429,103,760,738,2152,1708,7866,408,3700,2289,332,901,3134,90599.0
8/2/20,290,1575,189,2066,441,340,3632,3854,314,11594,549,566,696,779,763,1089,564,2780,287,536,3033,1287,10211,1258,364,8116,505,1284,1063,1222,522,4654,522,436,106,775,746,2190,1725,7975,416,3741,2312,334,917,3170,91788.0
8/3/20,298,1594,193,2103,446,369,3682,3880,337,11714,561,578,707,786,765,1133,579,2839,289,539,3091,1307,10306,1275,392,8174,510,1295,1085,1236,526,4685,523,443,106,782,755,2231,1747,8040,421,3793,2316,335,939,3246,92951.0
8/4/20,301,1638,195,2155,445,372,3742,3965,339,11814,568,583,712,793,771,1151,583,2855,292,540,3133,1319,10442,1303,395,8235,537,1311,1101,1244,532,4750,527,447,107,802,761,2257,1767,8173,426,3838,2367,342,947,3313,94190.0
8/5/20,304,1706,196,2179,452,379,3850,4016,369,11926,576,599,723,804,779,1174,593,2910,297,548,3186,1334,10495,1314,401,8317,550,1339,1109,1255,537,4805,531,460,108,816,771,2277,1777,8344,431,3898,2395,344,957,3341,95472.0
8/6/20,313,1788,204,2237,455,390,3921,4049,371,12019,599,613,729,817,791,1189,607,2968,303,554,3258,1345,10635,1336,405,8371,560,1357,1138,1275,542,4839,535,468,108,828,787,2304,1793,8464,443,3961,2419,346,961,3402,96797.0
8/7/20,321,1810,213,2271,463,402,3999,4079,367,12118,624,633,743,826,798,1234,619,3021,314,557,3329,1419,10745,1355,412,8486,571,1365,1161,1292,556,4877,542,473,113,830,802,2353,1818,8579,449,4005,2463,355,983,3474,98219.0
8/8/20,325,1843,216,2321,468,409,4046,4133,374,12213,630,654,758,836,807,1261,634,3070,318,564,3371,1446,10819,1375,421,8555,578,1390,1181,1311,561,4923,549,489,116,841,815,2383,1841,8707,452,4057,2515,360,993,3531,99460.0
8/9/20,335,1868,221,2335,473,413,4105,4158,380,12324,638,665,769,838,814,1295,642,3113,330,567,3436,1454,10916,1390,432,8594,594,1394,1209,1330,562,4955,554,497,118,845,827,2420,1850,8774,458,4080,2517,362,1016,3568,100435.0
8/10/20,335,1883,228,2350,479,420,4131,4186,383,12377,641,671,777,846,825,1312,644,3135,332,573,3480,1461,11001,1416,441,8625,597,1407,1227,1340,566,4980,558,507,120,854,839,2441,1863,8836,459,4100,2539,364,1020,3590,101159.0
8/11/20,346,1934,232,2405,480,431,4194,4272,377,12454,668,691,783,859,828,1335,654,3113,338,572,3511,1479,11028,1442,444,8678,609,1409,1247,1349,559,5032,560,516,127,855,844,2450,1876,8917,465,4172,2557,375,1026,3637,102130.0
8/12/20,354,1991,231,2440,481,433,4214,4298,380,12555,679,709,791,867,831,1346,657,3147,341,574,3551,1492,11056,1455,445,8706,608,1418,1265,1353,561,5054,566,517,127,873,847,2462,1882,9049,468,4222,2586,378,1036,3678,102974.0
8/13/20,355,2017,242,2489,482,439,4256,4324,384,12631,692,716,803,874,837,1362,661,3176,349,578,3614,1498,11109,1489,457,8743,611,1425,1297,1354,564,5078,573,529,131,881,854,2494,1897,9142,469,4299,2604,383,1042,3705,103909.0
8/14/20,353,2047,243,2537,484,444,4297,4384,385,12726,710,730,806,883,840,1386,663,3203,353,578,3659,1504,11186,1533,464,8792,615,1437,1322,1369,572,5132,577,536,131,887,864,2514,1908,9224,473,4335,2589,386,1052,3728,104841.0
8/15/20,360,2096,244,2591,485,453,4331,4422,392,12821,717,736,817,898,847,1425,671,3242,359,583,3721,1521,11238,1541,468,8839,625,1450,1353,1373,581,5179,579,542,140,890,872,2550,1923,9315,482,4360,2629,399,1070,3752,105882.0
8/16/20,362,2121,250,2599,490,459,4359,4449,396,12879,717,744,826,902,850,1445,679,3271,366,585,3753,1535,11252,1544,473,8865,632,1455,1375,1377,586,5216,586,552,140,892,877,2578,1929,9365,485,4389,2632,400,1086,3774,106497.0
8/17/20,363,2137,253,2605,490,460,4372,4462,392,12911,718,753,837,909,850,1459,679,3282,368,587,3791,1543,11277,1569,480,8889,635,1461,1392,1379,588,5235,590,554,141,895,882,2596,1934,9404,491,4400,2643,403,1087,3807,106953.0
8/18/20,366,2155,255,2667,493,469,4397,4489,396,12956,728,758,841,911,852,1463,684,3300,371,589,3816,1556,11327,1571,482,8926,641,1457,1405,1386,588,5277,592,590,147,901,890,2611,1942,9468,494,4469,2648,407,1093,3848,107672.0
8/19/20,371,2172,254,2735,495,472,4416,4520,399,13062,735,765,848,916,852,1473,690,3325,372,592,3845,1565,11350,1578,481,8961,644,1466,1418,1394,592,5310,594,606,148,901,891,2628,1949,9564,495,4526,2667,409,1100,3865,108411.0
8/20/20,376,2184,260,2761,499,480,4452,4552,399,13111,747,778,874,930,859,1498,696,3353,373,597,3896,1596,11388,1596,493,9002,645,1478,1450,1394,595,5347,609,615,149,904,903,2669,1964,9681,497,4559,2698,413,1108,3892,109320.0
8/21/20,381,2207,266,2805,504,491,4483,4564,398,13156,755,786,885,939,863,1516,704,3379,390,600,3941,1630,11482,1638,500,9045,652,1484,1477,1406,603,5405,625,623,150,909,924,2702,1993,9777,501,4651,2709,417,1127,3935,110378.0
8/22/20,385,2224,270,2852,513,497,4526,4589,402,13257,761,800,897,941,863,1535,708,3428,430,612,3968,1654,11523,1644,507,9080,657,1504,1517,1413,604,5433,632,630,151,916,933,2720,2009,9865,510,4685,2717,424,1137,3972,111295.0
8/23/20,390,2237,272,2879,516,501,4559,4600,409,13320,760,806,907,943,865,1555,711,3440,460,615,4014,1662,11574,1649,508,9096,663,1515,1537,1420,607,5470,641,641,151,920,946,2742,2033,9945,512,4702,2723,435,1144,3993,111988.0
8/24/20,392,2239,275,2893,519,503,4580,4612,411,13405,761,810,913,947,867,1567,714,3451,464,618,4052,1667,11620,1678,513,9112,669,1518,1554,1424,610,5492,646,652,151,923,960,2757,2047,9997,521,4715,2731,435,1146,4020,112551.0
8/25/20,388,2255,279,2942,523,514,4596,4640,405,13440,762,824,922,951,872,1576,720,3463,467,618,4079,1677,11804,1720,519,9157,669,1534,1563,1449,615,5518,650,656,153,929,995,2761,2100,10084,526,4778,2754,440,1152,4049,113488.0
8/26/20,393,2277,283,2978,523,516,4627,4658,407,13478,764,823,928,956,875,1582,721,3471,483,620,4103,1691,11835,1746,523,9186,678,1540,1568,1451,624,5524,656,660,155,934,998,2765,2113,10179,529,4804,2779,443,1165,4081,114093.0
8/27/20,394,2293,285,2997,524,521,4635,4676,404,13503,765,829,937,959,877,1592,735,3484,485,623,4120,1699,11851,1761,523,9239,676,1550,1582,1456,627,5550,661,670,157,938,999,2776,2118,10257,534,4823,2793,442,1171,4107,114598.0
8/28/20,404,2312,286,3065,530,526,4679,4718,410,13679,776,852,973,965,887,1606,740,3518,488,636,4173,1707,11962,1794,536,9261,680,1576,1606,1471,641,5610,669,681,158,950,1028,2806,2147,10404,548,4896,2814,446,1179,4158,115951.0
8/29/20,406,2325,289,3121,536,531,4723,4792,414,13897,784,864,988,971,889,1623,746,3600,489,640,4201,1722,12038,1807,540,9327,685,1591,1628,1476,644,5676,678,699,158,961,1039,2813,2162,10603,551,4969,2818,451,1186,4198,117249.0
8/30/20,415,2354,291,3146,538,532,4749,4805,416,14000,790,870,997,972,889,1631,757,3625,494,644,4226,1725,12089,1830,542,9358,687,1600,1639,1483,648,5736,687,705,159,966,1062,2819,2180,11011,558,4994,2830,455,1192,4228,118324.0
8/31/20,418,2364,294,3167,544,535,4761,4823,419,14053,789,879,1001,977,890,1644,761,3618,494,641,4258,1731,12137,1850,544,9376,687,1606,1658,1492,650,5766,709,718,160,971,1077,2833,2194,11194,559,5016,2832,458,1200,4244,118992.0
9/1/20,434,2369,296,3203,543,538,4791,4850,417,14105,793,889,1006,984,893,1661,768,3641,494,645,4318,1742,12175,1863,547,9404,687,1626,1676,1499,652,5818,718,726,161,972,1082,2837,2212,11363,572,5047,2865,460,1202,4302,119846.0
9/2/20,439,2378,294,3246,548,541,4810,4867,416,14151,807,892,1010,985,897,1677,769,3643,497,648,4360,1749,12212,1877,545,9422,687,1636,1685,1506,655,5853,720,740,163,974,1093,2845,2241,11440,577,5128,2869,464,1207,4340,120503.0
9/3/20,450,2409,300,3288,549,543,4849,4884,418,14232,819,903,1031,990,904,1700,784,3670,503,664,4386,1760,12328,1907,553,9462,690,1651,1699,1514,664,5906,723,768,168,998,1117,2854,2320,11562,589,5227,2885,469,1211,4395,121696.0
9/4/20,463,2420,302,3320,553,547,4892,4910,421,14325,879,920,1044,993,908,1713,792,3689,504,678,4434,1770,12447,1936,554,9504,699,1686,1728,1518,668,5983,731,783,171,1009,1136,2865,2338,12012,600,5442,2899,483,1221,4435,123325.0
9/5/20,462,2432,303,3340,556,549,4928,4939,423,14391,899,927,1055,1000,916,1727,808,3693,505,680,4464,1780,12524,1946,557,9562,705,1697,1747,1531,676,6052,737,793,172,1021,1159,2881,2359,12152,606,5540,2909,486,1230,4470,124289.0
9/6/20,464,2444,306,3360,560,552,4974,4952,424,14440,901,932,1059,1001,921,1736,816,3712,508,684,4483,1786,12589,1949,560,9582,707,1702,1767,1535,678,6088,741,799,175,1022,1174,2894,2407,12243,608,5579,2911,486,1238,4503,124952.0
9/7/20,469,2451,314,3389,561,556,4988,4959,425,14485,903,940,1061,1011,925,1755,830,3728,509,689,4503,1791,12650,1989,565,9602,715,1712,1788,1545,681,6121,751,805,175,1029,1204,2908,2429,12318,620,5593,2914,487,1242,4522,125607.0
9/8/20,467,2457,314,3400,561,557,5004,4965,427,14509,903,942,1067,1012,925,1761,832,3743,506,689,4519,1795,12692,1965,567,9619,715,1715,1796,1538,683,6123,752,804,175,1030,1209,2911,2443,12396,615,5603,2918,489,1244,4551,125908.0
9/9/20,467,2464,314,3404,562,562,5017,4971,427,14529,907,947,1071,1013,926,1764,841,3750,508,690,4542,1798,12721,1968,567,9647,716,1716,1802,1539,682,6148,752,805,177,1031,1209,2915,2445,12430,615,5617,2921,490,1247,4579,126213.0
9/10/20,469,2473,313,3408,566,564,5031,4999,425,14550,904,951,1082,1016,933,1780,841,3745,511,692,4554,1805,12727,1975,570,9694,723,1716,1800,1534,674,6172,752,814,177,1039,1198,2920,2462,12503,635,5625,2928,491,1255,4596,126592.0
9/11/20,478,2485,314,3531,571,570,5093,5034,429,14661,945,971,1090,1022,950,1796,857,3798,514,699,4589,1815,13016,2022,577,9764,729,1737,1837,1543,681,6269,756,829,179,1056,1223,2949,2525,13269,654,5786,2967,499,1260,4707,129046.0
9/12/20,488,2502,315,3581,580,573,5127,5047,430,14699,960,980,1103,1027,951,1809,874,3803,516,704,4625,1815,13115,2046,578,9804,734,1746,1875,1553,680,6321,762,839,187,1064,1245,2962,2550,13375,658,5872,2985,505,1269,4744,129978.0
9/13/20,491,2511,319,3695,583,580,5194,5197,435,15124,972,990,1114,1032,956,1822,888,3922,519,715,4645,1818,13231,2055,580,9848,736,1762,1904,1559,684,6391,768,845,187,1072,1271,2981,2596,13638,660,5977,3008,507,1274,4808,131864.0
9/14/20,492,2525,325,3729,584,587,5222,5203,435,15167,974,994,1123,1035,961,1847,898,3958,521,716,4655,1823,13328,2060,583,9897,743,1767,1935,1560,687,6444,772,858,187,1078,1281,2991,2617,13771,661,5996,3032,507,1277,4874,132680.0
9/15/20,498,2540,335,3775,588,591,5269,5231,437,15191,1009,996,1129,1044,964,1864,906,3949,521,717,4672,1833,13398,2078,586,9945,748,1784,1961,1566,690,6494,783,861,187,1078,1291,3002,2640,13853,664,6044,3042,514,1280,4922,133470.0
9/16/20,500,2556,336,3814,590,592,5287,5239,439,15230,1029,998,1139,1045,966,1869,913,3963,521,723,4689,1837,13449,2086,589,9964,751,1791,1972,1569,691,6535,796,867,189,1086,1297,3006,2660,13941,664,6156,3046,516,1283,4943,134122.0
