Date,Bernalillo,Catron,Chaves,Cibola,Colfax,Curry,De Baca,Dona Ana,Eddy,Grant,Guadalupe,Harding,Hidalgo,Lea,Lincoln,Los Alamos,Luna,McKinley,Mora,Otero,Quay,Rio Arriba,Roosevelt,San Juan,San Miguel,Sandoval,Santa Fe,Sierra,Socorro,Taos,Torrance,Union,Valencia,Total
8/1/20,4800,4,348,333,13,459,0,2178,247,67,31,1,88,626,99,20,225,3999,6,183,31,294,140,2999,41,1082,576,29,73,96,59,27,357,19531.0
8/2/20,4860,4,362,336,14,480,0,2214,253,67,31,1,88,641,105,20,226,4002,6,184,32,294,141,3002,42,1095,595,29,73,98,60,27,369,19751.0
8/3/20,4879,4,367,340,14,483,0,2240,258,68,31,1,88,656,109,20,235,4004,6,188,33,296,142,3003,42,1096,597,30,73,99,60,27,373,19862.0
8/4/20,4947,4,384,345,14,493,0,2272,267,68,31,1,88,679,110,20,238,4009,6,193,34,298,144,3008,42,1104,602,30,73,99,60,28,381,20072.0
8/5/20,4989,4,395,345,15,506,0,2315,269,70,31,1,88,706,113,20,240,4025,6,195,34,306,152,3017,42,1111,610,31,73,102,60,28,389,20288.0
8/6/20,5029,5,411,346,16,516,0,2348,278,71,31,1,89,729,117,20,241,4033,6,197,34,312,157,3026,42,1117,618,31,73,106,61,28,399,20488.0
8/7/20,5059,5,419,361,17,533,0,2398,284,71,31,1,89,740,118,20,241,4037,6,199,34,313,160,3037,42,1126,626,31,72,106,61,29,404,20670.0
8/8/20,5089,5,435,362,18,541,0,2417,293,71,31,1,90,751,125,21,247,4043,6,201,34,316,161,3040,43,1126,637,32,73,108,61,29,406,20813.0
8/9/20,5136,5,457,366,18,552,0,2447,301,71,31,1,90,776,128,22,254,4046,6,201,34,318,164,3044,43,1133,650,32,74,108,61,30,414,21013.0
8/10/20,5161,5,462,369,18,558,0,2466,306,71,31,1,90,798,128,23,254,4057,6,203,34,318,166,3047,44,1137,654,32,75,109,61,30,428,21142.0
8/11/20,5196,5,475,371,18,564,0,2517,318,71,32,1,90,830,130,23,255,4067,6,203,34,318,167,3064,45,1142,658,32,75,109,61,30,432,21339.0
8/12/20,5226,5,485,371,18,569,0,2554,336,71,32,1,90,863,130,24,254,4077,6,204,37,319,168,3069,46,1146,660,32,75,112,61,30,441,21512.0
8/13/20,5264,5,504,374,18,575,0,2572,350,72,32,1,90,876,144,24,255,4087,6,204,41,323,169,3072,46,1149,672,32,75,112,62,30,446,21682.0
8/14/20,5303,6,518,377,18,583,0,2602,352,72,32,1,90,890,150,24,256,4104,6,204,44,323,170,3084,51,1152,681,32,75,114,62,30,449,21855.0
8/15/20,5318,6,527,380,18,591,0,2618,364,72,32,1,90,903,151,24,257,4120,6,207,47,327,175,3093,53,1158,686,34,75,115,63,30,456,21997.0
8/16/20,5337,6,538,381,18,594,0,2630,373,72,32,2,90,922,155,24,257,4121,6,209,50,326,175,3102,53,1158,695,34,75,115,63,30,460,22103.0
8/17/20,5365,6,544,383,18,597,0,2640,376,72,32,2,93,930,157,24,257,4125,6,209,50,326,175,3104,55,1161,701,34,75,115,63,30,464,22189.0
8/18/20,5383,5,548,385,19,603,0,2648,379,72,32,2,93,942,157,23,257,4131,6,211,51,327,176,3106,55,1162,711,34,75,116,63,30,466,22268.0
8/19/20,5416,5,567,388,19,611,0,2664,394,72,32,2,93,965,160,24,259,4134,6,211,51,331,177,3116,56,1172,723,34,75,116,63,31,468,22435.0
8/20/20,5474,5,581,391,19,619,0,2685,397,75,32,2,93,991,161,24,263,4141,6,212,58,336,185,3123,58,1176,736,36,75,115,63,31,474,22637.0
8/21/20,5502,5,593,392,19,621,0,2699,408,76,32,2,93,1010,162,24,264,4148,6,213,60,343,188,3131,61,1181,748,36,76,115,63,31,479,22781.0
8/22/20,5526,5,607,384,19,636,0,2684,414,74,34,2,93,1017,162,24,261,4119,6,210,61,344,193,3116,62,1176,753,36,76,114,63,29,486,22786.0
8/23/20,5601,5,622,392,19,638,0,2716,417,76,33,2,93,1036,164,24,269,4157,6,215,60,345,191,3146,67,1194,777,37,76,115,63,31,493,23080.0
8/24/20,5619,5,625,392,19,640,0,2726,426,76,33,2,93,1045,164,24,273,4159,6,216,60,347,191,3149,67,1199,780,37,76,116,63,31,494,23153.0
8/25/20,5633,5,627,393,19,645,0,2733,433,76,33,2,93,1048,164,24,273,4164,6,217,60,349,191,3158,67,1202,785,37,76,116,63,31,494,23217.0
8/26/20,5668,5,647,396,19,650,0,2752,457,76,32,2,93,1076,164,24,275,4167,6,218,60,352,194,3162,75,1230,791,37,77,116,63,31,499,23414.0
8/27/20,5721,5,663,396,19,655,0,2772,466,78,32,2,97,1084,166,25,307,4170,6,218,60,353,195,3167,77,1234,806,37,77,116,63,31,504,23602.0
8/28/20,5743,5,679,396,19,660,0,2793,476,79,32,2,97,1097,166,27,311,4178,6,218,60,353,198,3177,77,1236,809,37,77,115,63,31,506,23723.0
8/29/20,5773,5,694,397,19,667,0,2813,482,79,32,2,97,1108,166,27,314,4193,6,218,62,353,200,3186,78,1240,814,37,77,115,63,31,510,23858.0
8/30/20,5795,5,722,397,19,671,0,2819,486,79,32,2,97,1126,168,27,315,4195,6,218,62,358,201,3187,78,1246,818,37,77,115,63,31,511,23963.0
8/31/20,5809,5,727,398,19,672,0,2827,492,82,32,2,98,1131,169,27,316,4203,6,218,63,358,201,3192,81,1247,821,37,77,115,63,31,513,24032.0
9/1/20,5838,5,731,398,19,675,0,2859,500,83,32,2,98,1132,171,27,316,4213,6,222,62,358,201,3194,82,1254,823,38,77,115,63,31,514,24139.0
9/2/20,5861,8,754,398,20,680,0,2892,513,84,32,2,98,1151,171,27,316,4223,6,224,62,359,204,3199,83,1255,828,38,78,116,63,31,515,24291.0
9/3/20,5898,9,776,399,22,694,0,2920,545,84,32,2,98,1170,173,27,321,4229,6,227,63,361,205,3201,85,1257,839,38,78,118,63,31,520,24491.0
9/4/20,5914,9,787,399,23,703,0,2933,553,84,32,2,98,1178,173,27,321,4230,6,227,64,361,206,3206,86,1259,849,38,78,118,63,31,523,24581.0
9/5/20,5937,11,800,399,24,705,0,2944,575,87,32,2,98,1192,175,27,339,4239,6,227,64,367,210,3209,86,1261,857,38,78,118,63,31,526,24727.0
9/6/20,5947,11,815,398,24,707,0,2950,578,87,32,2,98,1198,175,27,339,4240,6,227,64,369,210,3214,87,1262,864,38,78,118,63,31,527,24786.0
9/7/20,5958,11,816,398,24,706,0,2955,580,88,32,2,98,1204,175,27,341,4244,6,228,64,369,210,3218,87,1262,866,38,78,118,63,31,526,24823.0
9/8/20,5979,11,820,397,23,707,0,2955,584,89,32,2,98,1205,175,27,342,4244,6,228,64,370,210,3220,87,1262,868,38,78,118,63,31,527,24860.0
9/9/20,5985,11,836,397,23,713,0,2972,588,90,32,2,98,1212,175,28,345,4250,6,229,65,370,214,3223,87,1266,871,38,78,119,63,31,528,24945.0
9/10/20,6012,11,867,400,23,715,1,2989,609,97,32,2,98,1225,176,29,350,4252,6,229,66,369,219,3227,89,1271,882,38,78,122,63,31,528,25106.0
9/11/20,6024,11,907,400,23,722,1,3001,613,98,32,2,98,1239,176,29,354,4259,6,231,69,371,225,3230,89,1277,888,38,78,124,63,31,529,25238.0
9/12/20,6038,11,918,402,23,722,2,3020,619,98,32,2,98,1247,177,29,358,4264,7,238,69,373,229,3233,89,1281,893,38,78,124,63,31,530,25336.0
9/13/20,6056,11,947,403,23,724,2,3026,624,99,32,2,98,1261,177,29,357,4266,7,238,69,374,230,3233,91,1289,898,39,78,124,64,31,532,25434.0
9/14/20,6077,11,956,403,24,724,2,3031,625,99,32,2,98,1264,177,29,372,4266,7,240,69,374,230,3233,91,1292,909,39,78,124,64,31,532,25505.0
9/15/20,6093,11,965,403,25,727,1,3038,631,99,32,2,98,1268,178,29,377,4278,7,241,69,375,231,3233,91,1297,913,39,78,125,64,31,533,25582.0
9/16/20,6107,11,975,404,25,729,1,3047,645,99,33,2,98,1284,178,29,377,4280,7,241,69,378,246,3243,91,1300,923,39,82,128,64,31,533,25699.0
