Date,Adams,Barnes,Benson,Billings,Bottineau,Bowman,Burke,Burleigh,Cass,Cavalier,Dickey,Divide,Dunn,Eddy,Emmons,Foster,Golden Valley,Grand Forks,Grant,Griggs,Hettinger,Kidder,LaMoure,Logan,McHenry,McIntosh,McKenzie,McLean,Mercer,Morton,Mountrail,Nelson,Oliver,Pembina,Pierce,Ramsey,Ransom,Renville,Richland,Rolette,Sargent,Sheridan,Sioux,Slope,Stark,Steele,Stutsman,Towner,Traill,Walsh,Ward,Wells,Williams,Total
7/29/20,2,31,70,1,10,6,14,866,2850,29,10,1,26,13,14,11,4,607,4,20,6,10,14,3,14,16,71,29,20,252,107,10,6,28,8,34,25,9,77,21,8,5,56,3,164,10,103,5,42,94,164,14,210,6227.0
7/30/20,2,31,74,1,10,6,15,877,2872,30,10,1,27,13,15,12,4,608,4,21,6,10,14,3,14,16,73,30,20,254,108,11,6,27,8,35,26,9,82,22,9,5,57,3,166,10,104,5,42,94,165,14,220,6301.0
7/31/20,2,31,86,2,11,6,17,915,2897,31,11,1,28,13,15,12,4,619,4,25,6,11,14,4,14,18,73,35,23,262,108,13,6,27,11,37,26,9,87,29,8,5,57,3,182,10,105,6,41,96,174,15,224,6469.0
8/1/20,2,32,93,2,17,6,19,944,2917,31,11,1,29,13,15,17,4,624,4,29,6,11,14,4,14,19,78,37,23,268,113,17,6,27,11,40,26,9,91,32,8,5,58,3,187,10,109,6,42,98,176,15,229,6602.0
8/2/20,2,33,94,2,17,6,19,961,2922,31,11,1,29,13,15,17,4,626,4,30,6,11,14,5,14,24,79,37,23,272,115,17,7,27,11,43,26,9,92,33,8,5,58,3,192,10,115,5,42,98,177,15,230,6660.0
8/3/20,2,34,94,2,18,6,22,979,2932,31,11,1,30,13,16,19,4,637,4,30,6,11,14,6,15,26,79,39,23,281,119,18,7,27,11,47,26,9,93,34,9,5,59,3,214,11,118,5,46,98,191,17,233,6785.0
8/4/20,2,35,127,2,18,6,23,1007,2938,31,12,1,30,15,17,17,4,642,4,30,6,11,15,6,15,27,84,39,23,292,122,19,7,27,11,60,26,9,95,35,11,6,59,3,221,13,121,5,47,99,195,19,244,6933.0
8/5/20,2,36,130,2,18,6,23,1049,2958,31,12,1,30,17,17,23,4,650,4,30,6,12,15,7,15,27,84,42,24,297,122,22,7,27,11,65,26,8,101,38,10,6,59,3,227,13,121,5,49,101,197,20,247,7057.0
8/6/20,2,37,131,2,18,6,23,1082,2977,31,12,1,30,17,17,23,4,657,4,31,6,13,16,7,16,27,85,46,24,314,123,22,7,28,11,65,26,8,101,48,10,6,60,3,229,13,125,5,50,103,204,21,250,7177.0
8/7/20,2,37,132,2,18,6,23,1108,3006,31,12,2,30,15,17,27,4,662,4,32,6,13,16,7,16,27,86,51,26,333,123,24,7,27,11,66,27,9,104,52,11,8,63,3,248,14,126,5,52,103,209,21,263,7327.0
8/8/20,2,37,134,2,18,6,23,1142,3028,31,12,2,30,18,17,25,4,672,4,34,6,13,16,7,16,30,89,59,28,357,129,25,7,27,11,69,28,9,105,61,11,8,79,3,259,14,127,5,54,104,221,21,269,7508.0
8/9/20,2,37,136,2,19,6,23,1171,3039,31,13,2,30,18,17,25,4,677,4,34,6,14,16,7,16,30,89,61,29,367,130,25,7,27,12,69,28,9,109,72,10,8,83,3,261,14,127,5,55,104,222,21,270,7596.0
8/10/20,3,39,137,2,19,8,23,1201,3046,31,13,2,30,18,17,26,5,683,4,34,6,18,16,7,17,37,90,72,29,383,135,26,7,27,12,70,28,9,109,73,10,9,83,3,264,14,127,5,55,104,234,21,272,7713.0
8/11/20,3,38,142,2,20,10,23,1244,3058,31,13,2,31,18,17,27,5,701,4,35,6,18,16,7,17,37,91,77,32,402,136,26,7,27,12,75,28,9,110,82,10,9,86,4,292,15,128,5,57,106,237,21,276,7885.0
8/12/20,3,38,145,2,20,11,23,1255,3073,31,13,3,31,19,18,26,6,710,4,35,6,18,16,7,17,39,91,79,31,407,141,26,7,27,13,75,28,9,113,82,10,9,89,4,300,15,128,5,57,106,238,23,288,7970.0
8/13/20,3,39,157,3,21,11,23,1294,3088,31,13,4,31,20,18,26,8,728,4,37,6,19,16,7,19,41,91,83,32,425,146,26,7,27,15,80,28,9,114,85,10,9,91,4,349,15,127,5,58,107,245,23,293,8171.0
8/14/20,3,39,163,3,22,11,23,1325,3104,31,14,4,31,18,19,27,10,737,4,37,7,19,16,7,21,41,92,90,34,435,149,26,7,27,15,83,28,10,115,86,10,9,93,4,373,16,129,5,60,112,254,25,299,8322.0
8/15/20,3,43,165,3,22,11,23,1344,3117,31,14,4,31,19,23,26,11,775,4,37,7,22,16,7,21,41,92,98,34,440,151,27,7,27,16,85,28,10,115,88,10,9,93,4,375,16,130,5,62,114,263,24,301,8444.0
8/16/20,3,45,168,3,22,11,23,1388,3128,31,14,4,32,20,23,26,12,789,4,37,7,22,16,7,24,41,93,102,34,452,155,27,7,27,16,87,28,10,117,88,10,9,97,4,391,16,130,5,64,116,276,24,302,8587.0
8/17/20,3,46,173,3,22,11,23,1409,3135,31,14,4,32,20,23,27,12,799,4,37,8,23,16,7,24,41,94,102,34,455,155,27,7,27,16,89,28,10,117,88,10,9,97,4,395,16,130,6,64,116,277,24,303,8647.0
8/18/20,4,47,176,3,22,11,23,1460,3148,31,14,5,32,21,23,26,14,805,4,37,8,23,16,7,24,41,94,105,34,473,156,27,7,27,16,89,28,10,117,89,10,9,102,4,402,16,130,6,64,122,289,24,307,8782.0
8/19/20,5,48,177,3,23,14,24,1502,3182,31,14,5,33,21,23,26,14,827,4,38,8,24,16,7,25,42,94,108,34,484,156,27,7,27,18,89,30,10,119,92,10,9,104,4,418,16,131,6,64,127,309,26,313,8968.0
8/20/20,5,48,197,3,24,14,24,1552,3203,31,15,5,36,22,24,26,15,858,4,38,10,24,16,7,25,42,94,113,34,498,156,27,7,27,20,95,31,10,119,92,10,9,106,5,483,16,134,6,65,132,343,26,316,9242.0
8/21/20,5,51,202,3,23,15,24,1625,3223,31,15,5,37,22,24,27,15,903,5,38,10,24,17,7,25,43,96,116,35,516,159,27,7,27,21,98,33,10,121,97,10,9,106,5,491,17,135,6,67,137,363,27,319,9474.0
8/22/20,5,57,203,4,24,15,24,1673,3250,31,16,5,39,22,24,28,22,980,8,38,12,24,18,7,27,43,100,121,37,529,159,28,7,28,22,98,34,10,121,100,10,9,109,5,513,17,137,6,67,137,381,27,325,9736.0
8/23/20,5,58,203,4,24,15,24,1701,3274,31,16,5,39,23,24,28,22,1019,9,38,12,24,18,7,27,43,100,126,37,537,160,28,8,28,22,99,34,10,122,100,10,9,110,5,523,17,137,6,67,137,398,27,326,9876.0
8/24/20,5,59,205,4,24,15,24,1716,3289,31,19,5,40,24,24,28,23,1044,9,38,12,25,18,7,28,43,100,127,37,544,161,28,8,28,22,107,35,10,124,101,10,9,110,5,544,17,142,6,67,138,403,27,331,10000.0
8/25/20,5,60,205,4,24,15,24,1750,3309,31,20,5,44,24,24,28,24,1154,9,38,12,27,18,9,28,44,105,129,37,548,161,28,9,28,22,108,35,10,124,102,12,9,112,5,553,17,142,6,67,139,421,27,338,10229.0
8/26/20,5,63,209,4,25,14,24,1810,3339,32,22,5,46,26,25,28,26,1170,9,38,14,28,18,9,29,44,111,137,39,559,163,28,10,29,24,114,37,11,124,106,13,9,119,5,556,17,152,6,67,141,444,28,356,10467.0
8/27/20,4,77,209,4,26,14,23,1865,3375,32,24,5,45,31,25,29,28,1251,9,36,15,29,19,9,33,45,113,145,38,581,166,28,10,29,24,115,38,11,129,106,13,9,119,5,611,18,154,6,65,140,463,28,374,10800.0
8/28/20,5,83,222,4,26,15,24,1915,3430,33,24,5,48,30,25,30,30,1297,9,36,18,30,20,10,34,44,113,148,39,610,168,27,10,33,24,115,40,11,132,108,15,9,120,6,659,18,165,6,68,137,468,28,386,11110.0
8/29/20,4,103,224,4,27,15,24,1943,3470,33,26,5,49,32,26,32,35,1444,9,38,21,32,20,10,36,44,117,159,38,625,172,28,10,34,25,118,40,11,132,115,15,9,119,6,669,18,179,7,68,140,478,28,418,11484.0
8/30/20,4,107,227,4,28,15,24,1987,3510,33,26,5,49,33,26,32,35,1468,9,38,23,34,20,11,38,44,118,164,38,632,172,29,10,34,25,120,41,11,135,119,15,9,119,6,677,18,207,7,68,141,502,28,427,11702.0
8/31/20,4,112,229,5,28,15,24,2016,3526,33,26,5,49,32,27,32,35,1482,9,38,24,34,20,11,38,44,122,165,38,641,172,30,10,35,25,121,41,11,136,120,17,9,121,6,687,18,215,8,70,141,502,28,429,11816.0
9/1/20,4,114,233,4,28,16,24,2038,3554,34,27,5,49,33,27,33,34,1512,9,38,25,33,20,11,41,44,123,169,38,653,173,31,10,35,25,122,41,11,134,120,16,9,121,7,740,19,213,9,70,144,509,28,440,12000.0
9/2/20,4,117,239,4,28,16,24,2099,3604,34,28,5,51,35,27,35,34,1531,9,38,28,33,20,11,44,44,125,170,40,676,173,31,10,37,27,122,42,11,136,126,18,9,122,7,751,21,221,9,71,146,520,29,475,12267.0
9/3/20,5,124,242,5,29,16,24,2118,3661,34,28,5,51,41,27,39,35,1611,9,38,28,37,21,12,44,44,126,171,44,701,174,32,10,37,27,134,45,11,142,127,18,9,123,7,819,21,251,10,74,148,530,28,482,12629.0
9/4/20,6,125,242,4,29,19,24,2157,3740,34,28,5,52,46,27,41,37,1679,9,38,30,37,23,12,44,44,130,174,45,729,179,32,10,39,28,138,44,11,144,128,18,9,125,7,862,23,268,10,75,148,543,28,494,12973.0
9/5/20,7,140,249,5,30,20,25,2212,3813,34,29,5,52,50,32,42,38,1729,9,39,30,37,24,13,45,44,135,174,46,746,181,34,10,39,28,150,46,11,149,129,19,9,126,7,880,25,286,10,77,152,568,29,515,13334.0
9/6/20,9,144,249,6,33,21,25,2290,3857,36,31,6,52,50,32,44,38,1760,9,39,32,37,27,13,48,45,138,183,48,753,181,34,10,40,30,152,46,11,149,132,19,9,126,7,891,25,335,10,78,154,581,29,527,13631.0
9/7/20,9,153,249,7,34,21,25,2326,3881,36,31,6,52,50,33,43,39,1795,9,39,33,37,28,13,49,45,137,183,49,761,181,34,10,41,30,158,48,11,149,132,20,9,126,7,895,25,352,11,79,157,586,29,538,13801.0
9/8/20,9,157,249,7,34,21,25,2348,3894,36,31,6,52,50,34,43,39,1796,9,39,34,38,28,12,51,45,137,184,51,769,182,34,10,41,30,158,49,11,149,132,20,9,127,7,896,25,355,11,79,156,594,29,540,13872.0
9/9/20,8,157,250,6,34,20,25,2399,3957,36,31,6,51,51,35,42,39,1810,9,40,35,38,28,13,51,45,139,184,50,775,180,34,10,40,28,155,48,12,154,134,25,9,128,7,922,24,356,10,77,155,601,30,607,14110.0
9/10/20,8,160,253,6,34,22,25,2461,4020,37,33,6,52,53,35,43,39,1810,9,40,37,38,30,13,52,46,142,186,60,809,185,34,10,41,28,158,49,14,158,135,28,9,127,7,989,24,367,11,77,156,631,30,616,14443.0
9/11/20,9,161,253,6,34,22,25,2493,4060,37,33,6,53,57,35,47,40,1874,9,40,38,38,30,13,52,46,144,186,61,824,185,34,10,41,28,162,50,15,159,138,29,9,129,7,995,24,381,11,80,158,648,31,634,14684.0
9/12/20,11,190,261,6,34,25,25,2554,4131,37,34,6,58,58,40,52,40,1887,9,41,42,38,34,14,53,48,144,194,71,875,188,34,11,43,28,169,54,16,166,138,29,9,130,7,1045,25,411,11,82,161,711,32,639,15151.0
9/13/20,14,195,265,6,34,26,25,2643,4214,37,35,6,58,58,50,52,40,1902,9,43,44,38,37,15,55,50,145,202,74,917,189,36,13,43,29,175,58,19,174,139,29,9,132,7,1080,25,449,11,81,162,739,32,657,15577.0
9/14/20,14,198,268,6,34,26,25,2685,4294,37,35,6,60,59,52,52,40,1934,9,44,46,38,37,15,55,50,147,201,79,930,191,36,13,43,28,176,58,19,176,140,30,9,133,7,1115,25,455,11,82,162,745,32,669,15831.0
9/15/20,13,197,267,6,35,26,26,2767,4328,39,36,6,59,59,55,51,40,1951,11,44,46,38,38,16,55,48,148,204,84,957,191,37,15,43,29,172,58,21,178,140,32,9,135,7,1120,26,465,11,83,162,756,33,691,16064.0
9/16/20,14,197,270,6,38,26,26,2782,4407,45,37,6,65,59,63,51,41,1956,11,44,50,38,40,20,55,49,154,205,92,964,194,37,16,44,30,173,60,23,182,144,36,9,138,7,1129,26,467,11,88,166,767,33,742,16333.0
