Date,Adams,Antelope,Arthur,Banner,Blaine,Boone,Box Butte,Boyd,Brown,Buffalo,Burt,Butler,Cass,Cedar,Chase,Cherry,Cheyenne,Clay,Colfax,Cuming,Custer,Dakota,Dawes,Dawson,Deuel,Dixon,Dodge,Douglas,Dundy,Fillmore,Franklin,Frontier,Furnas,Gage,Garden,Garfield,Gosper,Grant,Greeley,Hall,Hamilton,Harlan,Hayes,Hitchcock,Holt,Hooker,Howard,Jefferson,Johnson,Kearney,Keith,Keya Paha,Kimball,Knox,Lancaster,Lincoln,Logan,Loup,Madison,McPherson,Merrick,Morrill,Nance,Nemaha,Nuckolls,Otoe,Pawnee,Perkins,Phelps,Pierce,Platte,Polk,Red Willow,Richardson,Rock,Saline,Sarpy,Saunders,Scotts Bluff,Seward,Sheridan,Sherman,Sioux,Stanton,Thayer,Thomas,Thurston,Valley,Washington,Wayne,Webster,Wheeler,York,Total
7/31/20,339,18,0,2,0,7,10,1,0,329,19,56,154,21,6,4,26,47,692,57,43,1901,8,942,1,56,755,10241,1,22,9,3,15,81,4,3,15,0,8,1708,96,1,0,1,7,4,55,14,11,28,18,0,15,30,3028,95,0,0,414,4,47,58,8,19,5,42,7,15,34,17,766,24,15,20,2,581,1978,128,284,94,9,7,5,26,25,1,200,10,101,35,9,0,69,26066.0
8/1/20,340,18,0,2,0,7,11,1,0,333,22,56,156,21,6,4,26,47,692,57,43,1901,8,943,1,56,758,10340,1,23,9,3,15,81,4,3,15,0,8,1708,95,1,0,1,7,4,55,14,11,29,18,0,15,31,3053,94,0,0,415,4,48,58,8,20,5,42,7,15,34,18,764,24,16,20,2,581,2008,128,287,95,9,7,5,26,25,1,201,10,104,35,9,0,73,26251.0
8/2/20,341,18,0,2,0,7,11,1,0,347,25,56,157,21,6,4,26,48,694,58,43,1901,8,949,1,56,772,10480,1,24,9,3,15,82,4,3,17,0,8,1713,96,1,0,1,8,4,55,14,12,34,19,0,15,31,3102,95,0,0,419,4,54,58,8,21,5,42,7,17,36,17,766,24,16,20,2,583,2028,138,289,96,9,8,5,28,25,1,201,10,106,35,9,0,74,26559.0
8/3/20,344,19,0,2,0,8,11,1,0,357,25,56,160,21,6,4,26,48,695,59,43,1901,8,949,1,56,775,10611,1,24,9,3,15,82,4,3,19,0,8,1717,96,1,0,1,11,4,54,14,13,34,19,0,15,32,3133,94,0,0,420,4,54,58,8,21,5,43,8,17,36,18,767,24,16,20,2,582,2064,139,289,100,9,9,5,28,26,1,202,10,108,35,9,0,72,26801.0
8/4/20,346,19,0,2,0,7,11,1,0,360,25,57,160,21,6,4,26,48,695,63,43,1904,8,950,1,57,781,10719,1,24,9,3,15,82,4,3,19,0,9,1721,96,1,0,1,11,4,55,14,13,34,19,0,15,32,3163,93,0,0,424,4,55,58,8,21,5,43,9,17,37,17,769,24,16,20,2,586,2101,142,291,104,9,10,5,28,26,1,203,10,108,37,9,0,73,27027.0
8/5/20,346,19,0,2,0,7,11,1,0,376,26,57,163,22,6,4,26,49,696,65,43,1908,9,951,2,57,784,10875,1,24,10,3,15,83,4,3,19,0,9,1727,97,1,0,1,12,4,55,14,13,43,19,0,15,33,3180,94,0,0,427,4,57,58,8,23,5,43,9,17,37,18,778,26,16,20,3,592,2139,143,297,107,9,10,5,28,26,1,203,10,113,37,9,0,77,27339.0
8/6/20,350,19,1,2,0,7,11,4,0,385,29,58,169,22,6,4,26,49,698,67,42,1915,9,954,2,57,788,11022,1,24,12,3,15,87,4,3,19,0,9,1734,99,1,0,1,12,4,55,15,13,49,20,0,15,34,3219,97,0,0,434,5,59,58,8,25,5,44,9,17,37,19,783,26,16,21,3,594,2179,150,297,110,9,11,5,28,26,1,205,10,116,37,9,0,77,27674.0
8/7/20,353,19,1,3,0,8,11,4,0,401,31,60,172,22,6,4,26,50,700,67,44,1922,10,956,2,58,791,11139,1,24,12,3,15,89,4,3,19,0,10,1738,99,1,0,2,13,4,55,15,13,50,20,0,15,34,3253,99,0,0,445,5,61,58,8,28,5,45,9,19,37,20,784,26,17,21,3,595,2220,153,298,116,10,11,5,29,26,1,205,10,117,37,9,0,78,27962.0
8/8/20,353,19,1,3,0,8,12,4,0,406,31,60,176,22,6,4,26,50,701,67,45,1924,10,956,2,58,799,11190,1,24,12,3,15,89,4,3,19,0,10,1741,99,1,0,1,13,4,55,16,13,51,22,0,15,34,3269,109,0,0,449,5,61,58,8,28,5,45,9,19,37,20,792,26,16,22,3,595,2238,156,301,118,9,11,5,29,27,1,205,10,118,37,9,0,78,28106.0
8/9/20,353,19,1,3,0,8,12,4,0,415,33,60,178,22,6,4,26,50,701,67,46,1924,10,959,2,58,806,11270,1,24,12,3,15,89,4,3,19,0,10,1741,100,1,0,1,13,4,55,17,13,52,22,0,15,34,3292,123,0,0,453,5,62,58,8,28,5,52,9,18,37,21,792,26,16,22,3,595,2258,160,301,119,9,11,5,29,27,1,205,10,125,37,9,1,79,28296.0
8/10/20,358,19,1,3,0,8,12,5,0,435,40,60,180,22,7,4,26,50,703,67,48,1928,10,961,2,57,817,11354,1,24,12,3,15,90,4,4,19,0,10,1746,100,1,0,1,13,4,55,17,14,53,23,0,15,36,3312,125,0,0,461,5,62,58,8,33,5,53,9,18,40,21,797,27,17,23,3,597,2290,161,301,122,11,11,5,32,27,1,205,10,126,37,10,1,80,28541.0
8/11/20,361,19,1,2,0,8,13,5,0,449,40,62,182,23,7,4,26,50,704,68,50,1930,10,967,2,57,820,11532,1,24,13,3,15,90,4,4,19,0,10,1750,100,1,0,1,13,4,55,18,14,58,23,0,15,36,3344,129,0,0,463,5,63,59,8,34,5,55,9,18,40,23,799,27,17,24,3,597,2323,167,304,125,11,11,5,33,27,1,211,10,130,38,10,1,84,28876.0
8/12/20,362,21,1,2,0,8,14,6,0,456,41,63,189,23,7,4,26,50,704,68,52,1931,10,968,2,57,822,11608,1,27,13,3,15,93,4,4,19,0,10,1755,100,1,0,1,13,4,55,18,14,62,28,0,15,35,3358,146,0,0,466,5,63,63,9,39,5,56,9,19,41,29,800,27,17,24,3,597,2349,165,305,125,11,12,5,32,27,2,211,11,131,38,10,2,87,29084.0
8/13/20,363,20,1,2,0,10,15,7,1,462,45,63,203,24,7,4,27,50,705,68,53,1935,12,968,2,57,832,11802,1,28,15,3,15,93,4,4,20,0,10,1763,101,1,0,1,14,4,55,18,14,67,32,0,15,39,3390,154,0,0,477,5,62,63,9,48,6,57,9,19,42,37,804,27,18,24,3,597,2409,170,309,127,12,12,5,32,27,2,211,11,134,38,10,1,89,29505.0
8/14/20,364,20,1,2,0,11,16,8,2,481,48,66,209,26,7,4,26,50,707,72,57,1934,14,970,2,57,832,11929,1,29,15,3,16,95,4,4,20,0,10,1766,102,2,0,1,14,4,55,19,14,81,33,0,15,41,3407,172,0,0,482,6,62,63,10,50,6,63,9,21,43,37,812,28,18,27,3,600,2441,173,311,130,12,14,5,32,27,2,211,12,138,40,10,1,90,29827.0
8/15/20,364,21,1,2,0,11,16,8,2,494,52,66,213,27,7,4,26,50,707,72,57,1939,15,973,2,57,837,12035,1,29,15,4,17,96,4,6,22,0,10,1767,103,2,0,1,14,4,56,19,14,82,37,0,15,42,3424,190,0,0,490,6,62,63,10,50,6,63,9,21,43,44,815,28,18,27,3,602,2471,174,312,131,12,14,5,32,27,2,211,13,146,40,10,1,93,30086.0
8/16/20,365,21,1,2,0,11,16,8,2,500,53,66,214,28,9,4,26,50,708,72,57,1943,16,977,2,57,843,12065,2,29,15,4,17,97,4,6,22,0,10,1770,103,2,0,1,14,4,57,19,17,83,38,0,15,42,3446,194,0,0,490,6,63,63,10,50,6,64,9,24,45,45,817,28,18,27,3,603,2488,177,313,133,12,14,5,33,27,2,211,13,147,40,10,1,94,30218.0
8/17/20,370,21,1,2,0,14,17,8,2,512,54,66,215,29,9,4,26,50,709,73,59,1944,17,980,2,57,849,12137,3,29,15,4,17,100,4,6,22,0,10,1773,104,2,0,1,14,4,57,19,19,84,41,0,15,43,3451,200,0,0,492,6,63,63,11,52,6,70,9,24,49,48,821,28,18,28,3,604,2506,181,315,134,12,15,5,33,27,2,211,13,148,39,10,1,93,30404.0
8/18/20,370,21,1,2,0,15,18,8,2,515,54,69,223,32,9,4,26,50,709,73,63,1944,22,981,2,57,852,12249,3,29,16,4,17,108,4,6,22,0,10,1779,104,2,0,1,14,4,57,19,20,85,43,0,15,44,3470,213,1,0,499,6,63,63,11,52,6,72,9,24,51,51,823,28,18,28,3,604,2545,181,319,135,12,15,5,32,27,2,212,13,148,39,10,1,94,30662.0
8/19/20,375,20,1,2,0,16,18,8,2,535,54,69,225,33,10,4,27,51,710,73,63,1946,22,982,2,57,855,12302,3,29,16,4,17,109,5,6,22,0,10,1782,104,2,0,1,14,4,57,19,20,88,41,0,15,44,3497,222,1,0,515,6,64,63,11,53,6,77,10,25,51,53,824,28,18,28,3,607,2571,185,320,136,12,14,5,32,27,2,212,15,148,39,10,1,97,30862.0
8/20/20,379,21,1,2,0,16,18,10,2,544,56,70,226,34,10,5,27,51,710,73,64,1953,39,983,2,57,859,12421,3,29,16,4,17,110,5,6,22,0,10,1783,104,2,0,1,15,4,58,19,20,93,40,0,15,45,3545,245,2,0,519,6,64,63,11,56,8,81,10,25,52,53,830,30,18,28,3,608,2598,188,322,138,12,14,5,32,27,2,215,17,152,40,11,1,97,31182.0
8/21/20,381,21,1,3,0,16,18,10,2,554,56,71,230,39,11,5,27,53,710,73,66,1956,44,985,2,57,863,12498,6,30,16,4,18,110,5,6,22,0,10,1790,105,2,0,1,15,4,59,19,21,96,44,0,15,48,3572,248,2,0,540,6,65,63,11,59,7,86,10,27,52,56,830,30,18,28,4,613,2626,190,323,143,14,14,5,32,27,2,216,17,158,43,11,1,96,31443.0
8/22/20,381,22,1,3,0,16,19,10,2,566,57,73,235,40,11,5,27,53,711,73,66,1959,49,986,2,57,865,12569,5,30,16,5,18,112,5,6,22,0,10,1798,103,2,0,2,16,4,60,19,21,97,44,0,15,49,3594,250,2,0,542,6,63,63,11,59,7,86,10,27,52,56,832,31,18,28,4,615,2632,189,327,145,14,15,5,32,27,3,216,18,157,44,11,1,101,31610.0
8/23/20,381,23,1,3,0,16,19,10,2,573,57,73,235,42,11,5,27,53,713,74,66,1960,52,987,3,57,865,12619,5,30,17,5,19,112,6,6,22,0,10,1797,103,2,0,2,16,4,60,19,21,97,43,0,15,48,3604,251,3,0,542,6,62,63,11,59,7,86,10,28,53,56,831,31,18,30,5,615,2642,189,331,147,14,15,5,32,27,3,217,18,158,45,11,1,101,31713.0
8/24/20,384,23,1,3,0,16,19,10,2,582,57,73,236,42,11,5,28,54,713,74,66,1963,53,988,2,58,868,12715,5,30,17,5,19,118,6,6,22,0,10,1800,103,3,0,2,17,4,60,19,21,97,46,0,15,50,3611,254,3,0,546,6,62,64,11,61,7,91,10,28,54,56,830,31,18,30,5,617,2648,189,331,147,14,15,5,32,27,3,217,18,158,45,11,1,102,31879.0
8/25/20,387,23,1,3,0,18,19,10,3,591,60,75,241,44,11,5,28,53,714,78,67,1966,57,989,2,57,876,12815,5,30,17,6,20,123,6,6,23,0,10,1806,103,4,0,2,17,4,60,19,21,97,47,0,15,57,3674,257,3,0,552,6,63,64,11,68,9,94,10,28,55,57,832,32,18,30,5,620,2675,196,342,147,14,15,5,32,27,4,217,18,163,46,13,1,104,32198.0
8/26/20,392,23,1,2,0,20,21,10,3,612,61,77,245,44,11,6,28,54,716,78,69,1971,64,993,2,57,883,12944,5,30,18,6,20,125,7,6,23,0,11,1809,103,4,0,2,19,4,61,19,21,101,47,1,15,58,3720,265,3,0,554,6,63,64,11,71,9,100,10,29,56,60,834,32,18,31,5,624,2724,202,348,154,20,15,5,32,27,4,217,18,169,46,13,1,107,32569.0
8/27/20,396,24,1,2,0,21,21,10,3,632,62,79,250,45,11,9,28,55,718,78,69,1977,65,995,2,58,892,13095,5,31,18,6,20,125,7,6,23,0,11,1823,103,4,0,2,19,4,62,19,22,105,47,1,15,60,3796,265,3,1,568,6,63,64,11,75,9,105,10,29,59,60,842,32,18,31,5,627,2753,209,351,157,20,15,6,33,27,4,218,18,171,48,13,1,108,32967.0
8/28/20,399,24,1,2,0,22,23,10,3,654,63,83,250,45,11,19,28,57,721,79,72,1986,71,998,2,60,896,13207,7,31,18,6,23,126,7,6,23,0,12,1830,104,4,0,2,19,4,64,19,22,108,46,1,15,62,3860,267,3,1,573,6,65,64,11,77,10,109,10,29,65,59,848,32,18,32,6,630,2772,214,354,162,21,15,6,33,27,3,219,18,173,51,13,1,109,33311.0
8/29/20,401,24,1,2,0,22,23,10,3,664,64,94,251,45,11,19,28,57,722,81,73,1992,73,1001,2,61,904,13338,7,31,19,6,26,130,7,6,23,0,12,1838,106,4,0,2,20,4,64,19,23,108,46,1,15,63,3912,269,3,1,576,6,65,64,11,77,10,112,10,29,65,60,853,33,18,33,7,631,2812,219,355,163,21,15,6,33,27,3,220,18,173,52,13,1,109,33631.0
8/30/20,403,25,1,2,0,24,23,10,3,676,64,94,253,46,11,21,28,57,726,82,73,2000,73,1002,2,61,911,13431,8,31,19,6,26,130,7,6,23,0,12,1843,106,5,0,2,20,4,64,19,23,110,46,1,15,63,3990,269,3,2,588,6,66,64,11,78,10,114,10,29,67,60,864,33,18,34,9,633,2832,222,357,163,21,15,6,33,27,3,221,18,175,52,13,1,113,33921.0
8/31/20,410,25,1,2,0,26,25,10,3,682,66,94,256,48,11,21,28,57,729,83,74,2010,76,1005,3,61,912,13482,8,31,20,6,29,132,7,6,24,0,12,1849,106,6,0,2,20,4,64,19,23,111,46,1,15,66,4050,270,3,2,602,6,67,66,11,80,10,114,10,30,68,60,872,33,20,34,9,634,2841,226,358,164,23,16,6,34,27,3,223,19,176,54,13,1,113,34155.0
9/1/20,416,25,1,2,0,26,28,10,4,697,68,94,259,48,13,22,29,58,729,83,74,2013,85,1009,3,63,918,13559,9,31,20,6,28,133,7,6,24,0,12,1859,105,7,0,2,21,4,64,19,26,111,47,1,15,69,4102,272,3,2,609,6,70,66,11,86,11,121,11,30,71,60,873,33,20,35,10,635,2858,237,363,166,27,17,6,33,27,3,224,19,176,54,13,1,114,34437.0
9/2/20,419,27,1,2,0,28,29,10,5,713,69,94,263,49,13,24,29,59,730,87,76,2021,88,1012,3,64,921,13671,9,32,20,7,28,137,8,6,24,0,12,1866,105,7,0,2,22,4,63,22,27,114,47,1,15,70,4213,276,3,2,610,6,71,66,12,95,10,123,12,29,75,62,879,33,19,36,14,641,2892,250,368,167,30,18,6,34,27,3,228,19,176,56,13,1,114,34844.0
9/3/20,428,27,1,2,0,29,31,10,5,732,69,96,268,50,15,27,29,61,731,93,77,2033,90,1016,3,66,926,13783,9,34,20,6,27,139,8,6,24,0,12,1875,107,8,0,2,24,6,63,22,28,115,47,1,15,77,4313,333,5,2,629,6,73,66,13,95,10,125,12,29,78,65,895,34,19,36,17,643,2907,255,369,171,30,18,6,34,27,4,231,19,180,57,14,1,119,35313.0
9/4/20,429,28,1,2,0,30,31,10,5,740,69,96,268,52,15,30,29,63,732,95,76,2040,91,1021,3,67,934,13852,9,34,20,6,28,138,8,6,24,0,12,1879,107,8,0,2,24,6,64,22,28,115,48,1,15,78,4354,332,5,2,640,6,74,67,13,97,11,125,12,30,78,66,893,34,19,37,17,644,2930,255,371,172,30,18,6,34,27,5,233,20,180,57,14,1,120,35520.0
9/5/20,429,28,1,2,0,32,31,10,5,750,69,96,269,52,16,30,30,62,732,96,76,2050,91,1021,3,67,939,13903,9,34,20,6,28,138,8,6,24,0,13,1882,107,8,0,2,25,6,65,23,28,116,48,1,15,79,4377,333,5,2,640,6,75,67,13,97,11,125,12,31,79,68,896,34,19,37,19,645,2945,257,371,173,31,18,6,34,27,5,234,20,180,56,14,1,120,35664.0
9/6/20,430,28,1,2,0,32,31,10,5,759,69,96,269,53,16,35,30,63,733,95,76,2053,91,1024,3,67,940,13919,9,34,20,6,28,140,8,6,24,0,13,1885,107,8,0,2,25,6,65,23,28,118,48,1,15,82,4385,334,5,2,642,6,75,67,14,97,11,125,12,31,79,71,896,34,19,38,19,646,2950,259,371,173,31,18,6,34,27,5,236,20,180,56,14,1,121,35741.0
9/7/20,430,28,1,2,0,33,31,10,5,764,69,96,271,53,16,35,30,63,732,95,76,2056,91,1026,3,69,942,13939,9,34,20,6,28,140,8,6,24,0,13,1885,107,8,0,2,27,6,65,23,29,118,48,1,15,82,4417,336,5,2,643,6,75,67,14,97,11,126,12,31,79,70,901,34,20,38,19,646,2958,260,374,173,31,18,6,34,27,5,236,20,180,56,14,1,120,35832.0
9/8/20,436,29,1,2,0,35,33,10,6,784,69,96,273,59,16,35,30,63,734,101,77,2058,101,1035,3,69,958,14042,9,38,20,6,29,146,9,6,25,0,14,1889,108,8,0,2,29,7,67,26,30,120,48,1,15,85,4582,336,5,2,654,6,75,67,15,100,12,126,12,31,80,72,921,35,20,38,19,648,2986,274,378,177,34,18,6,34,28,5,239,20,180,60,14,2,123,36326.0
9/9/20,441,32,1,2,0,38,37,10,7,796,70,97,276,63,16,35,30,64,736,102,78,2064,106,1037,3,70,964,14158,9,40,20,6,29,154,9,6,25,0,15,1899,109,8,0,2,31,7,70,26,31,120,49,1,15,85,4699,337,6,2,662,6,75,69,16,103,13,127,12,31,80,77,930,36,21,42,19,653,3024,290,384,179,35,18,6,35,28,5,239,21,181,67,14,2,125,36768.0
9/10/20,448,34,1,2,0,42,39,10,8,818,70,97,281,63,16,35,30,64,739,104,78,2070,107,1039,3,72,974,14262,9,41,20,6,29,157,9,6,26,0,16,1908,109,8,0,2,35,7,70,26,31,123,49,2,15,86,4843,339,6,2,688,6,75,68,16,105,13,127,12,31,83,82,944,38,21,44,23,658,3055,292,387,179,36,18,7,35,28,5,240,21,181,68,15,1,128,37216.0
9/11/20,453,35,1,2,0,43,41,12,8,850,71,97,284,71,16,37,31,64,741,105,79,2076,107,1041,3,74,985,14348,10,44,20,6,29,162,9,6,30,0,17,1913,109,8,0,2,35,7,70,26,32,126,51,1,15,89,5000,340,6,2,703,6,76,71,17,108,13,129,13,32,85,84,953,39,21,46,33,661,3088,305,387,181,37,19,7,35,28,5,240,25,187,75,14,1,130,37694.0
9/12/20,458,36,1,2,0,45,42,12,10,858,72,100,285,72,16,37,31,64,742,105,79,2078,108,1043,3,75,992,14416,10,46,20,6,30,163,9,6,30,0,18,1916,110,8,0,2,35,7,71,26,33,126,51,2,15,89,5082,342,6,2,710,6,78,71,17,109,13,130,13,32,89,84,956,42,21,46,33,663,3108,312,387,187,38,19,7,35,28,5,240,25,190,77,14,1,134,37963.0
9/13/20,458,36,1,2,0,45,42,12,10,867,72,100,286,72,16,37,31,64,743,105,79,2081,108,1046,3,75,993,14448,10,46,20,6,30,163,9,6,30,0,18,1917,110,8,0,2,35,7,71,26,33,126,51,2,15,90,5086,343,6,2,713,6,78,71,17,109,13,130,13,32,89,83,958,43,21,47,33,664,3120,313,387,187,38,19,7,35,28,5,240,25,190,78,14,1,135,38042.0
9/14/20,469,38,1,2,0,46,44,12,11,883,72,101,289,71,17,37,32,64,744,105,79,2085,112,1052,3,75,1007,14563,10,48,20,6,30,169,9,6,30,0,20,1922,110,8,0,3,37,7,73,26,34,126,52,2,15,96,5186,345,6,2,732,6,79,72,18,108,13,131,13,32,91,84,963,43,21,47,34,668,3179,329,389,190,38,19,7,37,28,5,241,25,195,80,15,1,137,38482.0
9/15/20,480,41,1,2,0,50,45,12,12,892,72,101,289,72,18,37,33,64,744,105,79,2086,113,1055,4,75,1016,14648,10,48,20,6,30,172,9,6,31,0,20,1932,110,8,0,3,40,7,74,27,34,126,52,3,15,99,5267,347,6,2,738,6,79,73,18,108,13,130,14,33,92,87,969,43,22,48,34,670,3209,348,392,193,40,19,7,38,28,5,241,25,202,82,14,1,139,38810.0
9/16/20,482,44,1,2,0,52,51,12,15,897,73,103,291,73,18,37,34,64,750,106,80,2110,114,1058,4,79,1025,14751,10,48,20,6,32,176,9,7,31,1,20,1939,112,11,0,3,42,7,77,27,37,131,54,3,15,105,5349,349,6,2,753,6,79,73,21,109,13,130,15,33,96,93,980,45,25,49,35,673,3250,366,393,196,46,20,7,38,28,5,241,26,213,82,14,1,140,39249.0
