Date,Anderson,Bedford,Benton,Bledsoe,Blount,Bradley,Campbell,Cannon,Carroll,Carter,Cheatham,Chester,Claiborne,Clay,Cocke,Coffee,Crockett,Cumberland,Davidson,DeKalb,Decatur,Dickson,Dyer,Fayette,Fentress,Franklin,Gibson,Giles,Grainger,Greene,Grundy,Hamblen,Hamilton,Hancock,Hardeman,Hardin,Hawkins,Haywood,Henderson,Henry,Hickman,Houston,Humphreys,Jackson,Jefferson,Johnson,Knox,Lake,Lauderdale,Lawrence,Lewis,Lincoln,Loudon,Macon,Madison,Marion,Marshall,Maury,McMinn,McNairy,Meigs,Monroe,Montgomery,Moore,Morgan,Obion,Overton,Perry,Pickett,Polk,Putnam,Rhea,Roane,Robertson,Rutherford,Scott,Sequatchie,Sevier,Shelby,Smith,Stewart,Sullivan,Sumner,Tipton,Trousdale,Unicoi,Union,Van Buren,Warren,Washington,Wayne,Weakley,White,Williamson,Wilson,Total
8/21/20,816,1023,212,760,1677,2276,292,178,463,694,678,319,334,96,588,670,345,669,22617,409,260,832,809,803,140,412,959,427,244,685,139,1559,7312,88,1155,579,622,663,767,373,327,72,150,187,682,372,5607,812,607,690,107,373,834,876,1513,285,416,1519,684,473,131,580,2277,83,170,730,331,95,43,296,2087,606,573,1708,7363,151,136,2126,25427,494,89,1273,3808,1301,1591,201,199,49,696,1541,252,686,400,4055,2604,134682.0
8/22/20,828,1037,214,763,1715,2306,295,180,482,711,688,325,338,99,591,675,349,688,22656,412,267,832,829,806,142,417,969,427,244,712,139,1564,7373,88,1167,592,629,686,778,391,328,71,150,188,688,384,5682,815,621,694,117,379,862,879,1533,289,443,1540,695,482,134,591,2294,82,176,735,347,96,45,298,2121,612,581,1732,7404,153,135,2140,25527,498,89,1437,3846,1309,1592,207,201,51,704,1555,253,703,413,4096,2627,136028.0
8/23/20,836,1051,223,768,1732,2336,299,185,508,727,690,333,344,102,600,691,355,706,22766,416,270,844,852,814,147,422,981,428,246,721,142,1576,7463,88,1174,615,634,699,788,408,330,72,151,189,703,387,5798,815,632,699,117,385,874,880,1555,297,467,1581,714,487,134,601,2313,84,182,754,357,97,46,302,2145,613,586,1748,7461,153,138,2152,25858,503,89,1471,3871,1323,1592,212,205,53,735,1592,259,735,430,4140,2659,137706.0
8/24/20,839,1057,223,768,1744,2359,302,186,516,736,694,336,345,103,606,695,359,709,22816,417,272,851,862,820,149,426,995,428,249,730,142,1580,7496,88,1179,620,637,702,793,410,331,73,155,189,721,387,5855,820,637,703,117,386,879,882,1571,300,472,1593,717,490,134,608,2330,84,184,757,360,98,46,305,2149,616,587,1751,7486,153,138,2154,25976,497,89,1474,3889,1337,1592,212,208,54,741,1597,261,742,435,4157,2664,138382.0
8/25/20,841,1064,224,768,1753,2370,304,186,525,743,692,343,346,103,612,700,362,712,22907,424,272,861,866,824,161,427,1005,430,250,738,142,1588,7586,88,1183,624,636,705,796,412,333,73,155,193,721,392,5891,820,669,717,117,386,888,882,1590,300,474,1599,722,493,134,621,2345,85,185,759,375,98,50,306,2171,618,587,1772,7523,154,138,2157,26086,501,91,1495,3903,1349,1592,213,210,57,745,1601,266,749,446,4165,2672,139207.0
8/26/20,847,1076,231,770,1770,2398,311,187,530,770,697,351,345,103,619,725,364,747,23056,427,280,877,887,851,180,444,1013,433,255,759,143,1609,7689,89,1194,642,643,713,805,424,356,79,157,197,738,396,5988,820,700,721,120,391,903,885,1618,308,488,1648,742,503,142,654,2377,86,187,770,387,100,54,314,2226,627,597,1779,7620,154,138,2181,26334,506,91,1523,3939,1356,1592,215,211,59,780,1641,271,770,482,4210,2712,141097.0
8/27/20,851,1094,236,772,1940,2416,316,188,566,790,701,358,349,106,622,742,378,757,23181,435,285,890,917,859,189,460,1045,436,263,779,147,1625,7763,90,1201,653,649,718,813,430,365,81,163,203,752,403,6099,822,712,725,126,396,914,896,1675,314,507,1674,765,517,151,681,2418,89,191,782,405,103,57,318,2275,635,605,1788,7670,156,141,2200,26504,509,92,1534,3972,1392,1596,216,217,64,798,1650,278,785,497,4260,2739,142887.0
8/28/20,851,1098,243,773,1962,2439,320,194,596,802,701,370,354,109,630,752,387,780,23321,443,291,906,924,873,198,470,1066,438,267,800,147,1634,7863,90,1223,667,654,728,832,440,365,87,165,208,781,405,6170,831,705,740,129,400,934,898,1720,318,519,1711,775,526,159,711,2440,90,204,796,413,104,58,319,2314,639,624,1790,7725,156,141,2211,26649,513,93,1571,4007,1431,1603,220,220,69,824,1671,292,807,536,4295,2764,144482.0
8/29/20,857,1105,250,775,1992,2460,322,198,611,815,709,376,354,110,639,757,397,802,23399,458,302,904,947,875,208,483,1087,440,270,816,149,1646,7939,91,1231,685,665,737,865,452,371,92,167,214,785,407,6275,834,714,751,131,403,939,902,1763,323,529,1725,788,541,163,726,2452,92,205,809,427,106,59,326,2345,644,632,1869,7770,155,142,2219,26839,515,95,1597,4051,1448,1617,221,221,70,830,1700,297,824,549,4328,2791,145966.0
8/30/20,862,1107,253,775,2003,2468,325,198,624,818,710,376,363,111,641,760,401,812,23430,469,302,907,952,882,218,488,1104,441,274,814,149,1649,7965,92,1237,685,667,740,873,455,371,93,169,217,805,407,6336,834,720,759,132,409,944,907,1781,325,532,1735,791,544,162,738,2467,93,207,820,433,107,61,326,2362,647,643,1885,7799,155,142,2232,26976,515,96,1615,4065,1455,1618,221,222,71,851,1718,312,831,560,4334,2811,146761.0
8/31/20,874,1114,257,775,2010,2473,328,200,637,829,710,377,366,112,642,764,403,826,23474,469,303,913,964,886,223,492,1115,442,278,820,149,1659,7998,92,1238,700,669,744,878,460,376,93,168,217,815,407,6429,837,725,762,132,412,952,906,1804,325,533,1749,791,549,162,749,2475,93,209,829,435,110,63,327,2368,652,651,1886,7825,155,142,2236,27120,516,96,1640,4094,1462,1618,225,225,71,853,1741,1279,842,564,4369,2828,148555.0
9/1/20,879,1127,260,777,2021,2501,328,202,643,845,716,383,368,116,644,772,408,831,23622,474,305,920,975,888,230,517,1138,448,278,844,152,1665,8136,92,1241,713,673,747,883,463,379,96,172,220,817,416,6516,840,722,768,133,411,963,907,1839,328,549,1778,803,555,163,759,2494,94,214,830,439,112,67,331,2387,661,659,1892,7868,156,144,2246,27173,516,99,1663,4117,1470,1618,228,227,80,860,1771,1439,854,566,4422,2870,149926.0
9/2/20,888,1137,261,782,2032,2524,333,206,666,866,724,394,372,118,652,785,416,856,23703,482,317,932,988,909,247,534,1160,448,282,857,152,1668,8217,92,1256,731,679,752,901,474,394,103,171,221,830,427,6629,848,728,776,134,424,973,915,1882,342,568,1807,817,583,167,784,2504,97,220,837,450,113,68,335,2429,672,671,1908,7930,160,149,2278,27264,525,98,1730,4136,1481,1619,232,229,90,879,1812,1450,868,586,4465,2900,151501.0
9/3/20,915,1143,269,794,2076,2526,347,216,654,953,719,438,364,128,653,783,410,944,23778,490,320,955,1013,973,269,567,1139,464,283,878,153,1668,8294,97,1262,760,680,779,922,493,396,111,168,250,846,428,6736,844,726,765,144,432,942,930,1949,356,577,1822,834,582,169,828,2536,115,248,883,505,114,72,344,2384,663,662,1942,8018,163,167,2283,27410,549,102,1800,4192,1518,1627,230,244,107,873,1766,1499,924,599,4424,2943,153310.0
9/4/20,920,1144,278,797,2111,2535,351,222,667,959,718,441,368,129,655,790,417,970,23830,498,332,970,1025,976,278,574,1152,467,291,890,152,1675,8326,97,1277,772,684,787,940,513,399,113,173,258,859,430,6863,844,733,768,146,438,955,935,1988,361,576,1831,840,610,171,848,2555,115,255,908,519,117,73,344,2415,663,669,1956,8059,166,168,2302,27474,559,103,1820,4220,1522,1630,232,245,104,894,1773,1485,939,608,4455,2954,154418.0
9/5/20,936,1149,279,798,2128,2569,357,227,677,980,723,453,374,130,665,813,427,985,24001,501,340,988,1034,983,291,614,1174,473,290,916,155,1685,8427,98,1278,788,691,798,951,523,402,115,175,261,887,435,7053,846,739,785,148,444,969,946,2043,377,585,1856,856,624,175,859,2576,116,261,917,528,120,79,350,2454,671,674,1971,8110,167,170,2315,27631,567,106,1837,4246,1532,1629,235,245,106,894,1819,1487,954,616,4501,2993,156126.0
9/6/20,949,1164,284,802,2142,2578,366,226,685,992,724,456,382,131,670,825,429,992,24242,507,347,1008,1056,997,298,634,1191,483,295,926,158,1689,8505,99,1284,803,698,806,973,526,408,117,178,261,913,506,7203,845,825,797,149,460,976,950,2060,386,595,1883,864,631,180,871,2595,117,265,925,529,120,79,351,2488,683,690,1987,8159,167,174,2325,27786,577,107,1856,4263,1556,1629,238,246,112,907,1837,1487,963,626,4548,3022,157794.0
9/7/20,952,1166,286,802,2147,2587,369,230,694,995,728,461,383,131,673,834,431,992,24372,507,354,1015,1060,1005,300,636,1214,486,295,937,158,1691,8563,100,1288,807,703,810,975,527,412,119,179,261,918,511,7304,846,833,799,149,464,976,952,2089,392,599,1892,875,633,181,875,2628,117,266,934,534,120,80,353,2499,684,693,1991,8188,167,174,2326,27947,580,107,1872,4282,1561,1629,243,248,112,913,1862,1489,971,626,4572,3043,158734.0
9/8/20,957,1169,288,802,2152,2595,369,231,698,1000,729,463,383,131,671,836,431,992,24418,507,360,1077,1063,1008,299,648,1237,490,295,938,158,1693,8594,100,1288,810,704,817,983,526,413,120,181,262,923,509,7370,848,831,804,149,467,986,952,2105,397,599,1900,884,635,182,874,2639,118,266,937,537,122,80,353,2502,686,696,2014,8242,167,177,2329,28011,590,108,1875,4300,1566,1629,241,249,115,914,1863,1489,970,627,4585,3059,159357.0
9/9/20,963,1172,289,808,2168,2606,370,233,703,1011,731,470,383,131,672,848,436,992,24513,509,366,1090,1061,1008,301,653,1256,493,298,948,160,1698,8640,100,1288,819,702,824,989,527,420,119,187,264,926,514,7445,850,831,808,149,467,986,952,2152,400,601,1902,894,648,186,879,2661,118,268,940,538,123,83,353,2518,698,704,2015,8270,170,176,2342,28117,587,112,1896,4318,1572,1631,244,250,114,914,1876,1460,977,629,4609,3074,160166.0
9/10/20,992,1196,293,814,2264,2648,381,237,713,1032,739,479,390,132,697,875,453,1017,24904,518,383,1094,1082,1021,314,685,1277,502,304,962,164,1735,8672,103,1427,845,708,834,1013,536,442,126,192,272,956,523,7710,853,852,831,152,491,1003,964,2193,413,609,1965,914,668,191,903,2703,121,274,956,561,123,87,359,2596,703,717,2041,8387,173,183,2374,28404,599,115,1914,4384,1590,1633,248,256,119,930,1913,1467,997,650,4685,3107,163027.0
9/11/20,1012,1215,295,819,2293,2683,384,239,727,1038,746,486,395,136,706,894,453,1036,25056,522,388,1103,1100,1030,325,711,1305,505,309,974,170,1750,8718,103,1434,861,714,845,1026,540,455,132,197,275,970,534,7873,854,864,838,155,506,1024,970,2227,425,623,2000,928,689,200,924,2749,125,276,968,575,129,87,363,2635,719,736,2051,8420,176,192,2393,28499,606,118,1928,4433,1603,1633,248,261,126,942,1935,1470,1002,654,4733,3143,164637.0
9/12/20,1014,1217,297,822,2306,2683,389,240,736,1045,749,504,397,142,708,910,458,1055,25097,522,396,1110,1125,1039,337,734,1323,507,311,976,175,1753,8722,103,1447,872,712,847,1027,545,459,132,199,279,1002,533,7988,856,867,848,155,515,1027,972,2272,430,624,2010,933,696,200,943,2761,125,281,971,593,132,88,365,2695,721,744,2055,8492,182,193,2401,28626,614,119,1935,4458,1605,1638,251,268,128,947,1944,1472,1009,668,4755,3162,165690.0
9/13/20,1015,1231,303,826,2314,2710,391,241,739,1053,751,512,399,142,709,925,460,1057,25184,522,399,1111,1129,1040,339,746,1338,516,311,979,182,1760,8765,103,1450,877,713,848,1035,546,465,132,200,279,1004,539,8073,857,867,857,157,517,1032,974,2301,434,639,2027,945,702,202,944,2790,126,281,974,593,132,88,366,2695,723,747,2070,8530,182,195,2420,28709,616,121,1939,4469,1614,1638,252,272,129,953,1964,1473,1010,670,4788,3173,166520.0
9/14/20,1035,1241,310,831,2344,2740,394,249,762,1065,761,523,406,146,712,959,469,1070,25345,523,412,1131,1152,1063,348,781,1379,528,319,1010,185,1771,8860,104,1470,894,716,863,1052,560,475,144,208,284,1013,561,8276,863,885,876,158,528,1049,984,2390,452,657,2072,954,729,204,955,2826,129,282,999,607,133,89,366,2741,732,760,2091,8629,183,203,2440,28963,630,124,1956,4532,1642,1641,256,281,131,965,2007,1477,1030,694,4851,3210,168800.0
9/15/20,1042,1250,314,832,2355,2747,396,249,766,1067,765,538,408,151,712,980,487,1071,25440,524,416,1138,1161,1063,354,788,1383,531,322,1018,190,1775,8924,105,1472,897,718,866,1058,561,481,157,209,285,1015,610,8351,863,887,884,158,537,1054,983,2467,460,658,2082,962,735,207,955,2833,133,282,1005,612,133,90,367,2765,745,761,2107,8661,183,201,2443,29100,634,126,1963,4548,1650,1643,258,284,132,970,2025,1477,1037,700,4879,3223,169804.0
9/16/20,1063,1263,323,837,2376,2767,399,254,781,1080,775,544,411,161,719,1004,481,1100,25578,536,425,1148,1185,1088,371,811,1417,539,329,1026,198,1797,8859,105,1486,910,729,875,1065,576,489,160,213,291,1019,618,8484,864,906,896,160,551,1071,995,2495,469,674,2112,994,753,208,962,2870,139,289,1027,647,134,92,370,2863,751,781,2120,8718,189,213,2459,29392,647,130,1980,4568,1677,1644,262,293,136,984,2053,1471,1047,718,4940,3246,171625.0
