Date,Alcona,Alger,Allegan,Alpena,Antrim,Arenac,Baraga,Barry,Bay,Benzie,Berrien,Branch,Calhoun,Cass,Charlevoix,Cheboygan,Chippewa,Clare,Clinton,Crawford,Delta,Dickinson,Eaton,Emmet,Genesee,Gladwin,Gogebic,Grand Traverse,Gratiot,Hillsdale,Houghton,Huron,Ingham,Ionia,Iosco,Iron,Isabella,Jackson,Kalamazoo,Kalkaska,Kent,Keweenaw,Lake,Lapeer,Leelanau,Lenawee,Livingston,Luce,Mackinac,Macomb,Manistee,Marquette,Mason,Mecosta,Menominee,Midland,Missaukee,Monroe,Montcalm,Montmorency,Muskegon,Newaygo,Oakland,Oceana,Ogemaw,Ontonagon,Osceola,Oscoda,Otsego,Ottawa,Presque Isle,Roscommon,Saginaw,Sanilac,Schoolcraft,Shiawassee,St. Clair,St. Joseph,Tuscola,Van Buren,Washtenaw,Wayne,Wexford,Total
8/24/20,30,17,600,131,52,51,8,204,780,42,1549,406,886,387,66,65,48,94,456,113,133,61,492,105,3869,74,143,283,177,294,59,194,1705,287,140,25,337,773,1844,61,8113,3,29,521,84,506,1021,4,33,12154,46,233,113,80,229,385,43,1198,211,12,1289,284,17358,496,55,33,74,29,138,2002,21,71,2387,117,15,387,883,667,422,579,2787,30166,88,102407.0
8/25/20,31,17,606,132,53,51,8,208,786,41,1555,408,897,393,67,65,51,97,461,113,134,61,497,107,3888,75,142,292,181,297,61,194,1714,288,141,26,354,782,1857,61,8165,2,29,521,84,513,1036,4,32,12255,47,233,114,82,233,389,43,1230,214,12,1295,286,17459,497,55,33,74,29,140,2008,21,72,2407,118,15,400,885,670,427,582,2826,30333,91,103153.0
8/26/20,31,17,613,132,54,52,8,209,790,41,1565,425,909,395,69,67,51,98,466,113,137,63,499,108,3914,75,142,306,183,298,61,196,1742,290,141,27,379,787,1864,62,8229,2,29,523,84,520,1046,4,32,12360,50,238,115,82,233,398,43,1242,215,12,1305,288,17579,499,56,34,74,29,143,2026,21,73,2429,121,15,402,895,669,431,586,2825,30595,91,104022.0
8/27/20,31,17,616,132,55,52,8,210,792,42,1578,434,947,398,69,69,51,99,469,113,140,63,503,114,3927,75,142,329,182,299,62,197,1735,291,141,27,406,797,1890,63,8284,2,29,521,86,529,1066,4,33,12454,51,239,117,83,234,403,43,1258,217,12,1313,290,17694,499,57,33,76,29,144,2042,21,75,2449,123,15,410,901,671,432,589,2846,30820,93,104852.0
8/28/20,31,17,620,132,54,53,8,212,803,46,1593,462,958,402,70,72,56,99,476,113,142,64,509,112,3942,75,142,336,183,300,64,197,1749,292,141,27,439,809,1912,63,8347,2,29,525,86,543,1070,20,34,12562,53,238,116,83,243,407,45,1269,220,12,1316,291,17794,499,57,34,76,29,143,2068,21,75,2479,123,15,418,908,676,442,597,2858,30955,93,105646.0
8/29/20,31,17,620,132,54,53,8,212,803,46,1593,462,958,402,70,72,56,99,476,113,142,64,509,112,3942,75,142,336,183,300,64,197,1749,292,141,27,439,809,1912,63,8347,2,29,525,86,543,1070,20,34,12562,53,238,116,83,243,407,45,1269,220,12,1316,291,17794,499,57,34,76,29,143,2068,21,75,2479,123,15,418,908,676,442,597,2858,30955,93,105646.0
8/30/20,33,17,637,132,58,55,8,215,814,46,1604,472,983,411,73,79,57,100,488,113,151,65,510,122,3960,75,144,347,185,302,72,200,1772,297,143,33,472,820,1935,65,8443,2,29,533,90,561,1096,5,36,12755,54,243,119,86,246,413,44,1310,225,12,1335,296,17996,500,57,34,77,29,144,2112,21,76,2506,125,15,419,919,680,451,624,2890,31153,99,106925.0
8/31/20,34,17,643,132,60,59,8,214,825,47,1614,483,994,412,72,79,57,99,488,113,157,65,512,125,3967,78,144,353,188,303,74,201,1783,298,143,35,491,827,1942,65,8484,2,29,536,91,570,1109,5,37,12780,54,244,120,88,250,417,46,1320,224,12,1339,298,18053,501,58,34,79,29,144,2149,21,76,2528,125,15,421,923,683,454,628,2903,31231,102,107413.0
9/1/20,36,17,644,133,60,59,8,216,831,47,1624,491,1004,417,73,80,58,101,499,113,160,65,518,127,3980,79,144,358,189,304,80,203,1796,300,143,35,507,843,1965,65,8531,2,29,536,92,600,1123,5,37,12883,55,248,120,92,253,425,47,1325,230,12,1346,300,18168,501,58,35,79,29,147,2204,21,76,2539,126,15,435,930,685,455,637,2922,31357,105,108187.0
9/2/20,36,17,648,133,60,59,8,216,837,50,1627,498,1018,415,73,80,62,103,505,113,167,66,522,128,3994,79,144,364,190,303,85,203,1814,302,143,35,530,853,1979,66,8562,2,29,544,95,635,1137,5,37,12936,55,254,120,92,256,428,48,1340,228,12,1346,301,18247,501,58,34,79,29,147,2280,21,76,2558,125,15,436,934,684,459,643,2944,31483,107,108847.0
9/3/20,37,17,650,132,60,59,8,217,850,55,1634,501,1029,418,73,80,65,103,520,113,169,67,523,127,4005,80,144,370,192,305,95,204,1840,307,145,36,544,856,1995,67,8610,2,29,546,95,660,1153,5,38,13031,59,262,122,94,258,438,49,1357,235,12,1356,301,18351,501,58,36,80,32,148,2326,21,76,2584,126,15,459,934,683,462,647,2956,31607,110,109616.0
9/4/20,37,18,658,132,60,61,8,224,866,56,1656,505,1054,427,74,83,64,104,535,113,176,67,526,129,4021,81,146,380,193,305,110,205,1889,385,149,36,557,859,2037,68,8640,4,29,552,95,665,1164,6,42,13104,61,264,122,98,260,449,49,1367,238,12,1363,302,18455,501,58,36,80,29,151,2371,22,76,2623,128,15,452,939,691,466,658,2982,31825,112,110610.0
9/5/20,38,17,663,132,61,64,12,225,870,57,1665,504,1070,430,79,83,64,106,546,113,182,67,540,131,4031,81,147,383,194,305,121,208,1958,316,153,37,563,870,2069,70,8678,4,29,561,96,674,1167,6,43,13190,61,265,126,103,261,463,51,1377,241,12,1415,303,18513,501,58,36,81,29,154,2504,22,78,2638,128,16,461,943,696,467,674,3008,31958,112,111428.0
9/6/20,38,17,663,132,61,64,12,225,870,57,1665,504,1070,430,79,83,64,106,546,113,182,67,540,131,4031,81,147,383,194,305,121,208,1958,316,153,37,563,870,2069,70,8678,4,29,561,96,674,1167,6,43,13190,61,265,126,103,261,463,51,1377,241,12,1415,303,18513,501,58,36,81,29,154,2504,22,78,2638,128,16,461,943,696,467,674,3008,31958,112,111428.0
9/7/20,38,17,669,132,62,64,8,228,874,59,1686,515,1089,431,79,83,65,105,558,114,186,69,548,133,4041,81,147,393,200,305,159,207,2037,324,155,38,566,878,2091,70,8731,4,30,561,96,690,1190,9,44,13302,62,265,127,112,261,478,51,1395,246,13,1379,303,18672,501,58,36,81,29,156,2564,22,79,2664,128,16,474,946,698,469,680,3042,32278,113,112559.0
9/8/20,39,17,672,132,62,67,8,234,881,59,1686,522,1094,433,79,83,65,105,563,115,187,70,551,132,4055,82,147,396,203,306,165,208,2066,324,157,38,568,882,2095,70,8771,4,30,562,96,696,1196,9,44,13348,63,268,127,115,261,484,53,1400,249,13,1383,304,18746,501,59,36,81,29,156,2602,22,82,2679,129,16,473,949,703,469,681,3053,32376,114,113050.0
9/9/20,39,17,680,132,62,66,9,247,883,60,1689,522,1099,442,82,83,65,105,568,115,192,70,554,132,4078,83,147,402,209,308,176,209,2170,333,158,38,579,888,2141,72,8832,4,30,565,98,701,1210,9,47,13433,66,276,127,119,263,494,53,1405,250,13,1387,305,18888,501,59,36,81,29,158,2664,23,82,2692,130,17,472,947,702,469,681,3072,32621,114,114029.0
9/10/20,39,17,684,132,62,66,9,248,894,60,1701,526,1113,444,81,83,65,106,576,116,197,70,557,133,4073,83,148,413,211,309,183,207,2296,334,159,43,591,909,2190,73,8894,6,31,564,99,711,1219,10,47,13511,66,277,128,120,264,498,53,1418,253,13,1397,307,18972,501,60,36,81,30,157,2727,23,82,2721,131,17,473,953,703,473,688,3096,32852,114,114977.0
9/11/20,40,17,690,132,63,66,10,255,897,62,1722,532,1120,454,83,85,67,107,587,116,204,73,564,135,4096,84,149,429,211,310,197,207,2424,338,160,44,602,918,2239,74,8963,6,32,564,99,723,1239,10,50,13599,67,281,129,153,265,501,54,1423,258,13,1406,309,19272,501,60,37,85,29,157,2830,23,83,2743,131,17,472,953,703,469,696,3127,33113,114,116322.0
9/12/20,40,17,694,132,64,66,10,257,903,63,1729,545,1130,466,89,86,66,107,591,116,211,73,569,135,4104,84,149,432,216,313,210,205,2525,338,167,48,606,930,2276,75,9009,7,32,565,103,730,1242,10,51,13673,69,284,129,163,267,508,54,1427,257,13,1436,309,19348,501,60,37,86,29,157,2877,23,83,2757,132,17,472,954,708,471,700,3162,33251,115,117115.0
9/13/20,40,17,694,132,64,66,10,257,903,63,1729,545,1130,466,89,86,66,107,591,116,211,73,569,135,4104,84,149,432,216,313,210,205,2525,338,167,48,606,930,2276,75,9009,7,32,565,103,730,1242,10,51,13673,69,284,129,163,267,508,54,1427,257,13,1436,309,19348,501,60,37,86,29,157,2877,23,83,2757,132,17,472,954,708,471,700,3162,33251,115,117115.0
9/14/20,41,17,702,133,64,66,12,259,911,62,1740,548,1153,475,91,85,67,106,589,117,223,75,576,138,4145,86,152,435,223,316,218,206,2655,342,174,52,616,928,2326,78,9086,8,32,570,102,749,1272,11,51,13760,69,289,131,164,268,519,54,1438,270,13,1418,314,19466,506,60,37,89,29,160,2951,24,87,2801,134,17,480,961,711,473,710,3209,33511,116,118322.0
9/15/20,41,17,711,134,64,68,12,263,918,61,1742,554,1160,480,91,86,67,107,594,118,230,78,586,140,4169,85,152,439,224,316,223,207,2758,341,176,52,622,940,2352,78,9125,7,32,572,102,752,1278,12,51,13797,69,292,132,169,272,526,54,1443,273,13,1421,317,19549,506,60,39,88,29,159,2996,24,87,2805,134,19,482,963,711,474,714,3222,33653,117,118996.0
9/16/20,41,17,713,135,64,67,13,270,932,64,1756,555,1174,488,92,87,68,107,601,118,239,83,594,144,4184,87,152,446,227,318,237,207,2887,344,176,53,632,948,2411,78,9171,8,32,572,102,759,1284,14,52,13827,69,296,132,171,278,531,57,1454,275,13,1431,318,19624,506,61,41,88,30,162,3032,24,89,2821,139,20,484,970,713,476,717,3235,33790,118,119795.0
