Date,Aurora,Beadle,Bennett,Bon Homme,Brookings,Brown,Brule,Buffalo,Butte,Campbell,Charles Mix,Clark,Clay,Codington,Corson,Custer,Davison,Day,Deuel,Dewey,Douglas,Edmunds,Fall River,Faulk,Grant,Gregory,Haakon,Hamlin,Hand,Hanson,Harding,Hughes,Hutchinson,Hyde,Jackson,Jerauld,Jones,Kingsbury,Lake,Lawrence,Lincoln,Lyman,Marshall,McCook,McPherson,Meade,Mellette,Miner,Minnehaha,Moody,Oglala Lakota,Pennington,Perkins,Potter,Roberts,Sanborn,Spink,Stanley,Sully,Todd,Tripp,Turner,Union,Walworth,Yankton,Ziebach,Total
7/19/20,35,571,5,13,104,366,37,104,5,1,98,16,97,103,22,11,67,19,5,45,14,10,14,24,17,6,1,13,7,14,0,78,20,3,7,39,1,8,48,22,413,84,5,21,6,58,14,10,3854,26,127,720,4,0,62,12,16,14,1,65,19,33,161,18,90,3,7906.0
7/20/20,35,571,5,13,104,366,37,104,5,1,98,16,97,103,22,11,69,19,5,45,15,10,14,24,17,6,1,13,7,14,0,78,21,3,7,39,1,8,48,23,418,84,5,21,6,58,14,11,3869,26,129,725,4,0,62,12,16,14,1,65,19,33,164,18,91,3,7943.0
7/21/20,35,571,5,13,105,368,38,104,7,1,98,16,99,107,23,11,71,19,5,45,15,10,14,24,17,6,1,13,7,15,0,78,21,3,7,39,1,8,48,24,422,84,5,21,6,59,17,11,3889,26,132,750,4,0,62,12,17,14,1,65,19,33,166,18,91,3,8019.0
7/22/20,36,574,5,13,107,369,38,105,7,1,98,16,100,108,23,11,73,20,5,47,15,10,14,24,17,6,1,14,7,15,0,78,21,3,7,39,1,8,54,24,431,84,6,21,6,60,17,11,3907,26,132,756,4,0,62,12,17,14,1,66,19,33,166,18,91,3,8077.0
7/23/20,36,575,5,13,107,371,38,104,7,1,98,16,101,109,23,11,75,20,6,49,16,10,14,24,18,6,1,14,7,15,0,81,21,3,7,39,1,9,56,26,440,84,6,22,6,63,21,11,3920,26,132,765,4,1,62,12,17,14,1,66,19,34,168,18,95,3,8143.0
7/24/20,37,576,5,13,108,373,38,104,8,1,99,16,103,109,24,11,76,20,6,52,16,10,14,25,18,6,1,14,7,15,0,81,21,3,7,39,1,9,57,25,448,84,6,23,6,64,21,11,3941,26,131,767,4,1,62,12,18,14,1,66,19,39,171,18,96,3,8200.0
7/25/20,37,580,5,13,108,374,38,105,8,1,99,16,104,109,24,11,78,21,7,53,16,10,14,26,18,6,1,14,7,16,0,82,23,3,7,39,1,10,63,25,467,84,8,23,6,63,21,11,3983,27,132,774,4,1,63,12,18,14,1,66,20,42,172,18,96,7,8305.0
7/26/20,37,582,5,13,111,379,38,105,8,1,99,16,106,111,24,11,81,21,7,53,16,10,14,26,18,6,1,14,7,16,0,83,24,3,7,39,1,10,66,25,481,84,8,23,6,65,21,12,4018,28,134,778,4,1,63,13,18,14,1,66,20,43,175,18,100,7,8395.0
7/27/20,37,583,5,13,111,379,38,105,8,1,99,16,106,111,24,11,81,21,8,53,16,10,14,26,18,6,1,14,7,17,0,83,24,3,7,39,1,11,67,26,489,84,8,23,6,67,23,12,4036,28,136,786,4,1,63,13,18,14,1,66,20,43,178,18,100,7,8444.0
7/28/20,37,583,5,13,111,385,38,105,8,1,99,16,107,112,24,12,81,21,8,53,16,10,14,26,18,7,1,14,7,18,0,83,24,3,7,39,1,11,69,26,497,84,8,24,6,67,23,13,4058,28,136,787,4,1,64,13,18,14,1,66,20,42,180,18,100,7,8492.0
7/29/20,37,585,5,13,111,390,38,105,10,1,99,16,110,117,26,13,83,21,9,54,16,10,14,26,18,7,1,14,7,20,0,83,24,3,7,39,1,11,78,26,521,85,8,24,6,68,23,13,4118,29,139,796,6,1,67,13,19,14,1,66,20,42,187,18,101,8,8641.0
7/30/20,37,585,5,13,112,395,39,105,10,1,99,16,111,117,26,13,84,21,9,56,16,10,14,26,18,7,1,14,7,20,0,83,25,3,7,39,1,11,79,26,523,85,8,24,6,69,24,13,4133,30,140,804,6,1,69,13,19,14,1,66,20,42,187,18,101,8,8685.0
7/31/20,37,586,5,13,113,397,40,106,10,2,99,16,113,117,26,18,86,21,9,58,16,13,14,26,18,7,1,14,7,20,0,83,26,3,8,39,2,12,78,26,542,87,8,24,6,71,24,14,4150,30,141,811,6,1,69,13,19,14,1,66,20,44,191,18,101,8,8764.0
8/1/20,37,587,5,13,118,406,40,107,10,2,99,16,114,118,28,19,87,21,8,59,16,13,15,26,19,7,2,14,7,20,0,83,26,3,8,39,2,12,79,27,561,88,8,24,6,71,24,14,4189,30,146,818,6,1,70,13,19,14,1,66,20,44,195,18,101,8,8867.0
8/2/20,38,587,6,13,119,407,40,107,11,2,99,16,117,118,28,23,88,21,8,59,16,13,16,26,23,7,2,14,7,21,0,84,26,3,9,40,2,12,81,30,571,88,8,24,6,74,24,15,4223,30,148,826,6,1,70,13,20,14,1,66,20,44,196,18,102,8,8955.0
8/3/20,38,587,6,13,120,410,40,108,11,2,100,16,118,119,29,23,88,21,8,61,16,13,16,26,23,7,2,14,7,21,0,84,27,3,10,40,2,14,84,32,579,88,8,24,7,76,24,15,4233,30,149,845,6,1,70,13,21,14,1,66,20,44,199,18,102,8,9020.0
8/4/20,37,587,6,13,121,412,40,108,11,2,100,16,120,120,29,23,93,21,9,63,16,13,18,26,23,7,2,14,7,21,0,84,27,3,10,40,2,14,84,32,582,88,8,24,7,78,24,15,4258,30,151,848,6,1,71,13,22,14,1,66,20,48,201,18,103,8,9079.0
8/5/20,38,587,6,13,122,419,45,109,12,3,100,16,120,123,30,23,93,21,9,64,16,13,20,26,23,7,2,16,7,21,0,84,27,3,11,40,2,14,86,35,588,88,8,26,7,82,24,15,4285,30,152,858,6,1,71,13,22,14,1,67,20,49,204,18,104,9,9168.0
8/6/20,38,587,6,13,127,422,45,109,14,3,100,16,123,124,30,26,94,21,9,65,16,13,20,26,24,7,2,16,7,21,0,88,27,3,11,40,2,14,89,40,602,88,8,26,8,82,24,15,4329,32,152,863,6,1,73,13,22,14,1,67,20,49,208,18,104,10,9273.0
8/7/20,38,587,6,13,128,428,45,109,14,3,101,16,124,129,32,29,94,21,10,50,17,14,22,26,24,7,2,17,7,21,0,88,27,3,11,39,2,14,90,46,609,88,8,26,8,87,24,15,4349,32,153,875,6,1,75,13,24,14,2,68,20,50,209,18,110,33,9371.0
8/8/20,38,591,6,13,133,436,45,109,14,3,101,16,124,129,32,32,94,23,10,49,17,14,22,26,26,7,2,18,7,21,0,92,28,3,11,39,2,14,91,52,621,89,9,27,8,91,24,15,4376,32,154,881,6,1,81,13,24,14,3,69,20,51,213,18,113,34,9477.0
8/9/20,38,593,6,13,137,442,45,109,17,3,105,16,128,133,33,35,97,23,11,48,17,15,22,26,26,7,2,21,7,21,0,93,29,3,11,39,2,14,94,55,638,90,9,28,8,94,24,15,4422,32,155,891,6,1,80,13,25,14,3,69,20,51,214,18,114,35,9605.0
8/10/20,38,594,6,13,139,446,45,109,18,3,104,16,130,137,34,36,97,23,11,48,17,16,22,27,27,7,2,22,8,21,0,93,29,3,11,39,2,14,94,60,642,90,9,29,8,94,24,15,4437,32,156,896,6,1,80,13,26,14,3,69,20,52,216,18,117,35,9663.0
8/11/20,38,594,6,13,140,451,46,109,18,3,103,16,131,138,36,36,96,23,11,48,19,17,22,27,27,7,2,22,8,21,0,93,29,3,11,39,2,14,94,61,653,90,9,29,8,96,24,15,4457,32,156,898,6,1,80,13,26,14,3,69,20,52,216,18,119,35,9713.0
8/12/20,38,594,6,13,142,452,46,109,18,3,103,16,132,143,37,36,96,23,11,49,19,18,22,28,27,7,2,24,9,21,0,93,30,4,11,39,2,14,95,62,667,90,10,30,8,97,24,15,4498,32,156,910,6,1,80,13,26,14,3,73,20,53,217,18,125,35,9815.0
8/13/20,38,596,6,14,143,456,46,109,18,3,103,17,135,147,37,36,99,24,13,49,19,18,22,29,28,7,2,25,10,22,2,93,29,4,11,39,2,14,100,62,672,91,12,30,8,98,24,15,4521,32,157,915,6,2,80,13,26,14,3,74,20,56,220,18,128,35,9897.0
8/14/20,39,596,6,15,145,463,46,109,18,3,109,17,136,151,41,37,99,24,13,57,19,19,22,29,31,7,2,27,10,22,2,97,29,4,11,39,2,14,100,63,687,91,12,32,8,97,24,15,4561,33,157,924,6,2,83,13,26,15,4,75,20,56,221,18,136,35,10024.0
8/15/20,40,598,6,17,151,466,47,109,19,3,112,17,137,156,46,39,100,25,15,57,19,19,23,29,32,7,2,27,10,22,2,97,31,4,11,39,2,14,100,69,694,91,12,33,8,97,24,15,4584,33,158,930,6,2,83,13,26,15,4,75,20,59,223,18,141,35,10118.0
8/16/20,40,598,6,24,154,473,47,109,20,3,113,17,142,163,47,45,100,26,19,58,19,19,23,29,33,7,2,30,12,22,2,98,31,4,12,39,2,15,101,73,708,91,12,36,8,104,24,15,4629,33,158,942,6,2,87,13,27,15,4,75,20,59,223,18,153,35,10274.0
8/17/20,40,598,6,26,156,485,47,109,20,3,113,17,141,169,47,47,101,28,24,59,20,19,23,29,33,8,2,31,12,22,2,100,31,4,12,39,2,15,103,74,711,91,12,36,8,106,24,15,4655,33,158,951,6,2,87,13,27,16,4,75,20,60,223,18,157,35,10360.0
8/18/20,40,598,6,26,157,491,47,109,20,3,113,17,141,173,48,49,101,29,24,59,20,21,23,29,34,8,2,32,12,22,2,100,35,4,12,39,2,15,104,77,723,91,12,37,8,112,24,15,4682,33,158,958,6,2,87,13,27,16,4,75,20,60,223,18,158,35,10441.0
8/19/20,40,598,6,28,162,496,47,109,21,3,114,17,142,183,49,51,101,29,26,60,20,21,23,29,34,8,3,34,12,22,2,100,35,4,12,39,2,15,105,82,738,91,12,37,8,120,24,15,4727,34,159,962,6,2,87,13,27,17,4,75,20,63,224,23,159,35,10566.0
8/20/20,40,602,6,32,166,503,48,109,22,4,114,17,142,191,49,58,104,30,26,61,20,22,23,29,34,8,3,34,12,22,2,101,35,4,12,39,2,16,105,83,750,91,13,37,8,127,24,15,4757,34,159,975,6,3,87,13,27,19,4,75,20,64,230,24,164,35,10691.0
8/21/20,40,605,6,36,169,521,48,109,24,4,116,17,142,195,52,64,104,30,27,62,20,22,23,29,38,8,3,36,12,22,2,103,35,4,12,39,2,17,105,90,768,92,13,37,9,138,24,15,4819,34,160,994,6,3,88,13,29,20,6,76,20,65,231,27,166,38,10884.0
8/22/20,41,612,6,38,174,537,50,109,26,4,116,17,152,207,52,74,106,30,27,64,20,25,23,29,39,8,3,40,13,21,2,105,35,4,12,40,3,17,107,100,781,93,13,39,10,152,24,15,4875,36,163,1028,6,4,89,13,34,20,7,76,20,68,232,30,175,44,11135.0
8/23/20,42,614,6,38,182,549,50,109,27,4,116,17,158,217,52,82,108,31,33,65,20,25,23,29,39,8,3,41,13,21,2,108,35,5,12,40,3,18,108,112,787,94,15,39,10,164,24,15,4896,37,163,1042,6,4,89,13,35,20,7,76,20,68,232,31,179,45,11276.0
8/24/20,42,616,11,39,188,555,50,109,29,4,116,18,172,220,52,86,108,32,34,65,22,25,24,29,39,9,3,42,13,22,2,111,35,5,12,40,3,18,108,120,795,94,15,39,10,170,24,15,4924,38,163,1070,8,4,91,13,35,20,8,76,20,69,235,32,183,46,11425.0
8/25/20,42,619,11,39,195,561,50,109,31,4,116,18,176,220,52,90,112,32,34,65,22,25,24,29,39,10,3,42,13,22,2,111,35,5,12,40,3,18,108,125,798,94,15,39,10,176,24,15,4938,38,163,1082,9,4,91,13,37,20,8,77,20,70,237,32,185,46,11505.0
8/26/20,42,620,13,39,197,562,50,109,33,4,116,18,176,221,52,92,113,32,34,68,22,26,27,29,39,10,3,44,13,22,2,113,35,5,12,40,3,18,109,129,805,95,16,39,10,179,24,15,4954,38,163,1091,9,4,91,13,38,20,8,77,20,70,237,32,185,46,11571.0
8/27/20,42,621,18,47,224,604,55,109,41,4,117,18,230,243,52,104,121,34,38,72,23,27,32,31,41,14,5,48,14,23,2,121,36,5,12,40,3,21,113,171,830,99,16,41,10,247,24,15,5028,39,169,1211,13,7,93,13,44,20,8,77,20,74,244,37,193,46,12194.0
8/28/20,42,629,20,49,240,618,59,109,44,4,119,19,252,266,52,110,126,35,38,73,25,31,32,32,41,16,6,49,13,23,2,124,36,5,12,40,3,21,111,190,844,102,16,44,10,261,24,16,5079,41,172,1284,14,7,93,14,47,20,8,78,20,74,249,38,199,47,12517.0
8/29/20,42,635,21,50,269,641,63,110,45,4,122,19,294,287,54,114,133,35,41,77,25,31,34,31,41,17,6,53,14,23,2,129,38,6,12,40,3,21,113,210,869,102,19,47,10,279,24,16,5178,41,173,1337,14,11,95,15,48,20,8,78,21,76,255,41,212,48,12942.0
8/30/20,42,636,22,51,308,662,66,110,46,5,122,19,344,310,55,116,135,37,44,79,26,31,38,32,42,19,6,54,15,23,2,133,39,7,12,40,3,23,116,217,888,105,19,49,11,294,24,16,5235,41,173,1406,13,16,97,15,52,21,8,78,22,81,263,42,218,48,13322.0
8/31/20,42,639,23,52,321,675,66,110,47,5,122,19,353,318,58,117,136,37,45,79,27,31,42,32,42,22,6,57,15,23,2,133,41,7,12,40,3,23,117,225,907,105,19,52,10,300,24,16,5267,41,174,1432,16,16,100,15,52,21,8,78,22,83,265,43,231,48,13509.0
9/1/20,42,639,23,52,340,695,67,110,47,5,122,19,372,330,58,117,143,37,48,82,29,31,50,32,42,25,6,58,15,23,2,132,44,7,12,41,3,23,119,229,919,105,19,53,10,305,24,16,5340,42,176,1448,16,16,100,15,54,21,8,82,23,84,270,43,240,49,13749.0
9/2/20,42,641,24,53,362,696,68,110,49,5,122,21,381,357,61,130,142,38,49,84,31,32,56,33,44,32,6,60,15,23,2,133,46,7,12,42,5,23,118,233,935,104,19,53,10,317,25,17,5389,47,185,1475,19,18,100,16,54,21,8,82,23,85,273,45,245,50,14003.0
9/3/20,42,642,29,54,402,718,70,110,52,4,122,21,413,372,64,130,146,39,50,89,32,34,58,34,45,34,6,63,15,24,2,135,49,8,12,43,5,24,118,240,952,104,19,53,10,324,25,17,5457,47,186,1536,19,18,102,15,56,21,8,83,25,85,280,46,247,52,14337.0
9/4/20,42,644,30,54,431,742,70,110,51,4,122,21,427,399,67,131,148,43,53,92,32,34,60,36,47,35,6,65,15,24,2,138,51,8,12,44,5,25,122,252,958,104,19,54,11,332,25,17,5496,48,187,1560,23,20,104,16,57,22,8,86,25,88,288,49,252,53,14596.0
9/5/20,42,645,32,57,468,774,74,110,52,4,124,22,446,414,67,136,152,42,53,91,32,34,63,37,50,35,6,65,15,25,2,141,55,8,12,44,5,24,126,258,972,104,19,58,12,338,25,17,5548,51,193,1598,23,24,105,16,60,22,8,87,25,92,290,52,253,55,14889.0
9/6/20,42,645,33,58,491,792,76,112,54,4,124,22,449,446,67,138,155,44,54,93,32,37,65,39,51,37,6,68,15,25,2,145,56,8,12,44,6,24,127,260,993,104,19,59,12,344,25,17,5578,55,195,1617,23,24,105,16,67,22,8,87,25,97,290,54,260,55,15109.0
9/7/20,42,646,33,59,523,829,76,112,57,4,125,23,462,462,67,138,158,43,54,93,32,39,67,43,51,39,7,69,15,25,2,146,56,8,12,45,6,25,128,263,998,104,19,60,14,348,25,17,5601,55,196,1635,22,25,105,16,70,23,8,87,27,97,290,54,265,55,15300.0
9/8/20,42,647,34,59,534,838,76,112,58,4,125,23,464,468,67,138,162,43,54,93,32,42,68,43,51,40,8,70,16,25,2,151,57,7,12,46,6,25,131,264,1007,104,20,61,16,346,25,17,5625,56,196,1642,24,25,105,16,70,23,8,87,27,97,295,56,263,55,15403.0
9/9/20,42,654,35,59,538,848,76,112,61,4,127,23,479,490,68,139,164,43,59,95,34,44,70,44,52,44,8,72,16,25,3,150,57,7,12,46,6,27,135,267,1015,104,21,61,16,348,25,17,5653,57,195,1666,24,25,107,15,72,23,8,87,29,97,296,58,262,55,15571.0
9/10/20,42,656,37,60,556,871,77,113,62,4,128,23,483,516,71,145,165,45,61,101,37,49,71,45,55,46,8,72,16,24,3,152,58,8,12,47,6,27,140,277,1030,104,22,66,16,364,25,17,5689,58,198,1701,24,26,109,15,73,23,8,87,30,99,298,62,263,58,15834.0
9/11/20,42,657,42,61,567,889,77,113,64,5,128,24,490,534,72,152,165,46,62,102,40,51,74,45,58,48,10,75,17,24,3,153,60,8,12,48,6,29,142,278,1046,104,22,67,18,371,25,17,5772,62,198,1731,24,27,110,16,78,23,8,90,31,104,302,65,275,58,16117.0
9/12/20,42,662,42,63,589,905,80,113,65,5,128,27,499,557,72,153,169,46,64,103,42,57,75,47,60,54,10,76,18,24,3,160,61,8,12,49,6,31,145,283,1064,106,24,68,18,378,25,17,5839,63,200,1766,24,28,122,16,79,25,8,90,37,105,318,66,288,58,16437.0
9/13/20,42,664,44,65,595,921,80,113,65,5,129,27,501,570,72,154,171,47,64,103,43,63,77,48,63,57,11,76,18,24,3,163,64,8,13,50,6,32,148,286,1079,106,26,70,19,384,25,19,5874,63,203,1795,24,30,123,17,83,27,8,91,39,107,319,69,295,58,16638.0
9/14/20,42,665,44,67,600,931,80,113,65,5,129,28,508,591,75,155,171,50,65,108,43,65,77,51,64,58,11,76,19,24,3,166,64,8,15,50,6,32,149,290,1087,107,27,71,19,392,25,19,5898,63,205,1814,24,30,126,17,83,27,8,92,40,107,329,70,299,59,16801.0
9/15/20,42,666,44,67,603,946,80,113,65,5,129,31,517,597,75,155,176,52,67,108,44,69,77,51,66,63,12,77,22,24,3,169,64,8,15,51,6,32,153,290,1108,107,28,75,19,405,25,19,5938,63,206,1841,25,31,128,17,83,27,8,92,45,106,332,69,304,59,16994.0
9/16/20,42,674,45,69,609,959,82,113,69,7,134,31,522,612,77,163,181,52,68,108,48,72,79,51,72,72,15,77,22,24,3,179,65,8,17,54,6,33,155,301,1142,107,29,77,20,416,27,19,5992,63,213,1862,27,31,131,17,83,27,8,97,48,110,329,72,315,59,17291.0
