Date,Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,Total
9/1/20,18445,2,280,2069,236,445,13938,123,967,25185,453,393,10719,179,29324,6340,345,716,242521,3836,6164,71,704,8032,12,162,7980,1434,447,48825,3027,41,53153,18052,1112,47879,38871,9544,17807,2981,8260,8143,17349,1744,572,6,137,5547,5917,14786,1409,421,13,14079,189,10866,2438,927,715617.0
9/2/20,18695,2,280,2146,257,456,14035,123,973,25542,463,397,10746,181,29459,6392,346,716,243935,3876,6295,73,714,8081,13,162,8068,1446,450,49142,3062,42,53306,18413,1123,48245,39121,9617,17915,3006,8311,8164,17802,1755,575,6,138,5588,6067,14902,1436,422,13,14305,189,10899,2451,944,721281.0
9/3/20,18852,2,280,2241,257,466,14111,124,980,25785,467,403,10773,182,29602,6392,350,716,244999,3889,6321,73,716,8122,15,162,8149,1454,452,49142,3083,45,53703,18607,1146,48615,39446,9696,18194,3035,8390,8229,17993,1878,578,6,140,5631,6142,15021,1436,429,13,14442,190,11031,2478,944,726018.0
9/4/20,18977,2,280,2274,257,467,14212,124,988,25978,470,409,11001,182,29763,6422,350,716,246407,3953,6285,74,724,8202,16,162,8244,1466,453,49258,3115,45,53987,18813,1162,48615,39899,9755,18331,3047,8452,8300,18190,1896,581,6,143,5671,6142,15162,1461,436,13,14552,193,11109,2495,975,730662.0
9/5/20,19131,2,280,2327,273,470,14411,124,1001,26147,475,409,11041,183,29858,6688,360,720,247542,3953,6297,74,737,8277,21,162,8326,1475,456,49509,3154,45,53987,18813,1177,49325,40342,9839,18438,3074,8617,8361,18190,1923,581,6,144,5671,6142,15277,1465,442,13,14677,193,11171,2524,994,735314.0
9/6/20,19131,2,280,2406,273,472,14527,123,1007,26325,474,409,11041,183,30040,6737,359,720,248334,3953,6310,74,754,8297,19,162,8439,1484,461,49732,3182,45,53987,18955,1188,49558,40650,9915,18557,3083,8617,8404,18611,1931,581,6,137,5671,6303,15382,1445,447,13,14677,194,11254,2541,994,738856.0
9/7/20,19350,2,280,2446,273,475,14639,124,1008,26471,475,409,11041,183,30080,6788,362,720,248821,3953,6339,74,766,8327,21,162,8570,1501,467,49845,3182,45,53987,19128,1197,49691,40652,9979,18558,3101,8617,8434,18611,1931,581,6,144,5671,6360,15441,1465,455,13,14677,194,11315,2564,994,740965.0
9/8/20,19496,2,280,2450,273,475,14712,124,1011,26565,488,434,11056,183,30179,6847,368,720,249241,4025,6339,74,773,8381,21,162,8629,1514,469,49996,3220,45,54572,19460,1207,49691,40868,9979,18558,3116,8750,8479,18717,1931,600,6,144,5762,6488,15635,1468,453,13,14677,196,11463,2565,994,744344.0
9/9/20,19596,2,280,2463,286,478,14740,124,1013,26640,497,434,11093,183,30202,6878,370,725,249859,4064,6368,74,777,8415,21,162,8661,1518,470,50190,3238,45,54735,19524,1209,49909,41324,10074,18558,3145,8807,8499,18854,1931,606,6,150,5778,6516,15685,1526,458,14,14816,197,11475,2597,1031,747290.0
9/10/20,19710,2,280,2463,286,485,14885,124,1019,26724,497,442,11183,183,30371,6894,372,727,251024,4079,6378,74,778,8440,22,162,8698,1528,476,50471,3249,45,54868,19669,1209,50210,41608,10120,18558,3171,8895,8550,18854,1993,611,6,150,5805,6561,15749,1530,458,14,14967,211,11475,2611,1037,750961.0
9/11/20,19819,2,280,2590,286,487,14966,128,1025,26783,519,447,11218,185,30440,6918,378,747,252066,4150,6407,74,778,8487,22,162,8738,1536,478,50613,3276,46,55073,19669,1213,50385,41969,10188,18854,3194,8966,8579,19143,2013,612,6,154,5820,6623,15838,1542,466,15,15043,212,11600,2633,1044,754905.0
9/12/20,19837,2,280,2605,298,489,15058,129,1032,26917,522,447,11274,186,30563,7039,390,727,253176,4150,6429,75,778,8541,22,163,8761,1543,483,50760,3301,48,55073,20063,1223,50543,42414,10263,19019,3222,9077,8608,19417,2021,612,6,155,5820,6666,15926,1564,466,16,15114,213,11700,2650,1057,758933.0
9/13/20,19991,2,286,2629,298,489,15203,129,1034,27076,522,447,11274,186,30622,7057,393,727,253985,4150,6450,75,785,8541,22,163,8904,1556,482,50930,3316,48,55073,20184,1238,50699,42679,10302,19108,3222,9077,8642,19549,2043,612,6,155,5820,6701,15976,1564,471,15,15114,213,11759,2677,1057,761728.0
9/14/20,20022,2,286,2640,298,489,15351,129,1035,27196,522,473,11291,186,30735,7097,397,727,254656,4226,6464,75,789,8575,22,163,8992,1563,486,50974,3325,48,55766,20435,1240,50709,42887,10378,19364,3240,9166,8690,19613,2043,612,6,155,5937,6701,15976,1564,476,14,15114,213,11855,2689,1057,765134.0
9/15/20,20097,2,286,2642,298,496,15424,133,1046,27232,529,479,11392,186,30850,7125,416,727,255049,4230,6470,75,802,8616,22,163,9011,1576,494,51124,3353,48,55986,20545,1245,50978,43181,10430,19564,3278,9242,8718,19683,2065,645,6,156,5987,6777,16052,1599,475,15,15270,216,11903,2710,1085,768204.0
9/16/20,20097,2,286,2695,305,499,15489,135,1051,27312,539,481,11435,187,30916,7144,418,729,256148,4267,6477,75,808,8645,23,163,9089,1580,496,51259,3373,49,56201,20660,1254,51252,43445,10490,19623,3293,9264,8741,19760,2096,652,6,158,6007,6777,16052,1608,484,15,15361,216,11932,2710,1092,771321.0
