Date,Beaverhead,Big Horn,Blaine,Broadwater,Carbon,Carter,Cascade,Chouteau,Custer,Daniels,Dawson,Deer Lodge,Fallon,Fergus,Flathead,Gallatin,Garfield,Glacier,Golden Valley,Granite,Hill,Jefferson,Judith Basin,Lake,Lewis and Clark,Liberty,Lincoln,Madison,McCone,Meagher,Mineral,Missoula,Musselshell,Park,Petroleum,Phillips,Pondera,Powder River,Powell,Prairie,Ravalli,Richland,Roosevelt,Rosebud,Sanders,Sheridan,Silver Bow,Stillwater,Sweet Grass,Teton,Toole,Treasure,Valley,Wheatland,Wibaux,Yellowstone,Total
5/13/20,1,4,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,5,3,7,0,0,0,11,1,0,0,29,0,0,1,0,83,462.0
5/14/20,1,4,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,5,3,7,0,0,0,11,1,0,0,29,0,0,1,0,83,462.0
5/15/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,5,3,7,0,0,0,11,1,0,0,29,0,0,1,0,83,466.0
5/16/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,5,3,7,0,0,0,11,1,0,0,29,0,0,1,0,85,468.0
5/17/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,5,3,7,0,0,0,11,1,0,0,29,0,0,1,0,85,468.0
5/18/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,6,3,7,0,0,0,11,1,0,0,29,0,0,1,0,86,470.0
5/19/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,6,3,7,0,0,0,11,1,0,0,29,0,0,1,0,87,471.0
5/20/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,87,478.0
5/21/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,88,479.0
5/22/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,88,479.0
5/23/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,88,479.0
5/24/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,88,479.0
5/25/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,88,479.0
5/26/20,1,8,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,88,479.0
5/27/20,1,9,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,89,481.0
5/28/20,1,12,0,4,6,0,17,0,0,0,0,3,0,0,37,149,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,39,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,90,485.0
5/29/20,1,18,0,4,6,0,17,0,0,0,0,3,0,0,37,150,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,90,493.0
5/30/20,1,28,0,4,6,0,17,0,0,0,0,3,0,0,37,151,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,13,3,7,0,0,0,11,1,0,0,29,0,0,1,0,91,505.0
5/31/20,1,29,0,4,6,0,17,0,0,0,0,3,0,0,37,151,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,14,3,7,0,0,0,11,1,0,0,29,0,0,1,0,99,515.0
6/1/20,1,30,0,4,6,0,17,0,0,0,0,3,0,0,37,153,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,14,3,7,0,0,0,11,1,0,0,29,0,0,1,0,100,519.0
6/2/20,1,31,0,4,6,0,17,0,0,0,0,3,0,0,37,155,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,14,3,7,1,0,0,11,1,0,0,29,0,0,1,0,100,523.0
6/3/20,1,31,0,4,6,0,17,0,0,0,0,3,0,0,37,155,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,14,3,7,1,0,0,11,1,0,0,29,0,0,1,0,102,525.0
6/4/20,1,36,0,4,6,0,17,0,0,0,0,3,0,0,37,163,0,6,3,0,1,3,0,5,16,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,14,3,7,1,0,0,11,1,0,0,29,0,0,1,0,103,539.0
6/5/20,1,36,0,4,6,0,17,0,0,0,0,3,0,0,37,163,0,6,3,0,1,3,0,5,18,1,7,8,0,1,0,40,1,8,0,0,2,0,0,0,14,3,7,1,0,0,11,1,0,0,29,0,0,1,0,103,541.0
