Date,Adams,Allegheny,Armstrong,Beaver,Bedford,Berks,Blair,Bradford,Bucks,Butler,Cambria,Cameron,Carbon,Centre,Chester,Clarion,Clearfield,Clinton,Columbia,Crawford,Cumberland,Dauphin,Delaware,Elk,Erie,Fayette,Forest,Franklin,Fulton,Greene,Huntingdon,Indiana,Jefferson,Juniata,Lackawanna,Lancaster,Lawrence,Lebanon,Lehigh,Luzerne,Lycoming,McKean,Mercer,Mifflin,Monroe,Montgomery,Montour,Northampton,Northumberland,Perry,Philadelphia,Pike,Potter,Schuylkill,Snyder,Somerset,Sullivan,Susquehanna,Tioga,Union,Venango,Warren,Washington,Wayne,Westmoreland,Wyoming,York,Total
8/31/20,642,10347,314,1611,170,6056,461,99,7805,785,461,8,422,486,5678,98,227,136,665,214,1533,3329,10357,64,1349,692,14,1514,34,140,364,427,97,150,2085,6731,459,1728,5204,3778,522,37,546,161,1714,11035,132,4117,681,176,33778,542,25,987,164,165,10,267,49,377,70,27,1054,175,1815,67,3368,138795.0
9/1/20,648,10376,320,1618,170,6095,465,99,7824,789,467,8,423,491,5719,98,228,137,675,217,1546,3355,10429,64,1358,694,14,1525,34,140,370,430,97,151,2093,6789,464,1736,5212,3788,526,40,549,161,1716,11093,133,4120,692,176,33909,543,25,992,166,167,10,269,49,386,70,28,1066,178,1819,67,3442,139548.0
9/2/20,680,10444,324,1630,172,6129,468,99,7856,801,473,8,425,538,5748,98,235,143,692,218,1553,3372,10479,65,1369,699,14,1540,36,140,373,440,97,151,2117,6867,466,1739,5223,3801,531,40,553,163,1720,11126,137,4130,703,178,34144,544,25,996,167,172,10,270,49,390,70,31,1086,181,1837,67,3490,140532.0
9/3/20,686,10549,341,1653,176,6174,472,99,7899,821,480,8,425,578,5748,98,237,147,728,220,1563,3393,10516,64,1370,703,14,1550,36,145,377,445,98,151,2129,6919,468,1742,5244,3818,538,41,560,166,1730,11189,139,4134,732,178,34311,543,25,995,170,174,10,274,48,397,72,34,1108,181,1851,68,3618,141570.0
9/4/20,697,10641,343,1694,176,6214,490,100,7961,833,486,8,427,615,5821,100,239,150,754,222,1578,3410,10546,64,1376,705,14,1559,36,145,382,456,99,151,2154,6960,470,1748,5249,3831,544,41,565,170,1731,11237,141,4141,740,178,34445,543,25,997,174,179,10,277,48,397,72,36,1117,185,1861,70,3667,142495.0
9/5/20,706,10709,349,1702,177,6261,493,102,8003,864,492,8,429,652,5821,100,243,156,776,222,1596,3429,10581,64,1387,708,14,1572,39,146,383,457,99,151,2176,7002,474,1763,5272,3867,556,41,574,171,1735,11300,143,4152,760,178,34445,544,25,1007,177,181,10,280,48,407,72,36,1128,188,1868,70,3739,143280.0
9/6/20,708,10771,349,1706,178,6283,495,102,8048,870,496,8,430,661,5821,101,256,157,784,235,1602,3452,10625,65,1390,711,14,1572,39,149,386,462,99,153,2201,7038,474,1768,5293,3882,561,41,589,172,1737,11346,144,4158,764,179,34445,546,25,1009,182,182,10,280,48,406,72,37,1134,192,1888,70,3773,143824.0
9/7/20,711,10810,352,1710,179,6312,496,102,8084,879,500,8,431,674,5821,102,256,160,791,236,1608,3466,10659,65,1393,715,14,1576,38,150,387,469,100,156,2205,7069,474,1777,5308,3894,560,41,600,174,1739,11392,147,4173,766,180,34699,547,25,1015,184,182,10,281,49,417,74,37,1142,195,1897,70,3807,144540.0
9/8/20,715,10847,353,1714,181,6344,498,103,8093,880,504,8,432,686,6030,102,265,160,798,237,1619,3479,10692,65,1395,714,14,1583,38,150,388,472,100,157,2210,7108,474,1783,5307,3898,563,41,607,175,1742,11434,150,4176,767,183,34742,547,25,1019,186,183,10,281,50,414,74,37,1150,195,1907,70,3832,145156.0
9/9/20,717,10915,366,1722,187,6394,504,103,8128,904,509,8,432,870,6089,107,265,162,813,237,1634,3498,10733,65,1408,722,14,1616,38,152,387,479,100,159,2218,7140,479,1788,5329,3910,568,44,612,176,1747,11475,154,4186,773,184,34742,548,25,1023,191,186,10,284,50,411,74,40,1156,196,1914,70,3889,146029.0
9/10/20,721,10969,370,1731,191,6412,506,103,8148,913,513,8,431,925,6149,107,265,165,824,241,1638,3508,10767,65,1407,728,14,1620,38,153,389,485,101,160,2225,7185,480,1794,5329,3913,572,44,617,177,1750,11510,154,4196,777,184,34887,549,25,1023,193,190,10,284,50,416,74,40,1163,195,1925,71,3929,146696.0
9/11/20,723,11069,378,1757,199,6442,511,103,8198,923,515,8,436,1062,6187,107,270,166,831,245,1649,3543,10811,65,1411,733,14,1633,39,156,392,505,101,161,2262,7238,480,1807,5348,3926,582,44,619,185,1753,11537,158,4210,784,184,34986,553,25,1026,197,192,10,284,50,420,74,40,1177,198,1945,71,3995,147703.0
9/12/20,734,11126,380,1767,202,6521,517,104,8229,932,518,8,436,1135,6187,110,271,169,836,245,1661,3559,10857,66,1421,740,14,1642,40,159,393,523,101,164,2301,7273,481,1814,5366,3941,585,47,636,189,1753,11578,160,4224,799,186,35094,554,25,1029,203,195,10,286,51,425,74,40,1190,201,1962,72,4124,148635.0
9/13/20,737,11213,382,1772,211,6544,527,108,8257,932,522,8,436,1175,6217,111,281,170,841,251,1673,3568,10888,66,1422,743,14,1650,40,159,392,525,101,166,2313,7307,483,1824,5382,3943,586,48,656,192,1757,11597,160,4238,802,187,35094,554,25,1033,208,195,10,286,50,427,77,41,1196,202,1970,72,4167,149184.0
9/14/20,742,11268,384,1783,212,6587,532,108,8294,938,525,8,438,1237,6294,112,286,170,842,254,1685,3580,10922,66,1423,747,14,1658,40,159,392,534,101,167,2321,7325,487,1838,5393,3951,588,48,656,195,1759,11657,161,4258,806,188,35257,555,25,1039,209,195,10,287,52,435,77,41,1210,202,1985,72,4216,150000.0
9/15/20,749,11358,386,1796,213,6641,536,114,8349,945,527,8,439,1449,6357,112,288,176,843,257,1696,3597,10967,66,1435,750,14,1677,41,160,393,553,104,169,2329,7354,487,1857,5409,3966,596,51,659,198,1766,11710,161,4277,811,190,35344,557,25,1044,224,195,10,288,53,439,77,43,1232,204,1993,72,4258,151044.0
9/16/20,758,11431,394,1804,219,6700,537,116,8359,956,528,8,439,1508,6401,112,292,176,847,263,1701,3620,11006,66,1439,755,14,1679,42,162,393,568,107,169,2332,7391,490,1890,5428,3981,603,51,662,200,1767,11738,162,4301,826,195,35441,559,25,1046,236,195,10,290,53,438,79,42,1238,204,2003,72,4333,151850.0
